 ***********************************
   FLAT-PLATE BOUNDARY LAYER MACH 2 
 ***********************************
 Skin friction        =   2.181710264063887E-003
 Friction Mach number =   6.606754422217813E-002
 ***********************************
 Reynolds numbers:
 ***********************************
 Retau    =   998.088870124211     
 Redelta  =   62124.9353040017     
 Retheta  =   5315.42607954019     
 Redelta2 =   3389.65961438797     
 ***********************************
 Shape factors:
 ***********************************
 dstar/delta99 =   0.248992217365626     
 theta/delta99 =   8.556026744381663E-002
 H             =    2.91013837151838     
 Hinc          =    1.36554318455837     
 ***********************************
 Wall-normal profiles:              
 ***********************************

      y/delta99          y+            u+             u_vd+         urms+          vrms+           wrms+          uv+      sqrt(rho/rho_w)     prms+          trms+         rhorms+     y+ du_vd+/dy+      S(u)            S(T)           F(u)           F(T)           omx+           omy+           omz+
      0.0068282      6.8151301      6.3513670      6.3903599      2.3220869      0.2520882      0.9704347     -0.2448447      1.0176679      2.9433176      4.6059205      0.0329086      5.2927958      0.5585159     -1.4855128      2.8727509      6.0084695      0.1543965      0.1819304      0.3130983
      0.0075915      7.5770149      6.9119666      6.9617571      2.4476884      0.2869146      1.0160801     -0.2958977      1.0208536      2.9697604      5.1464032      0.0370265      5.4800455      0.4682030     -1.3624025      2.6986355      5.3578559      0.1610161      0.1904807      0.3029067
      0.0083563      8.3403696      7.4320095      7.4934764      2.5472540      0.3207627      1.0564863     -0.3454594      1.0240519      2.9828401      5.6448278      0.0409398      5.5883472      0.3859473     -1.2506896      2.5708013      4.8397212      0.1669695      0.1970246      0.2950832
      0.0091228      9.1053425      7.9123391      7.9861249      2.6240940      0.3541865      1.0926775     -0.3928109      1.0272420      3.0100265      6.0978142      0.0447380      5.6302473      0.3117570     -1.1504818      2.4800210      4.4271529      0.1720787      0.2018648      0.2888464
      0.0098910      9.8720819      8.3546529      8.4411780      2.6815654      0.3864737      1.1250904     -0.4368821      1.0303605      3.0244297      6.5045186      0.0482238      5.6184649      0.2452479     -1.0610816      2.4182850      4.0977008      0.1763193      0.2052820      0.2835389
      0.0106611     10.6407365      8.7611984      8.8606856      2.7227282      0.4181174      1.1543571     -0.4776792      1.0334068      3.0510796      6.8661225      0.0515233      5.5648629      0.1858385     -0.9814204      2.3790305      3.8332419      0.1797532      0.2075235      0.2786983
      0.0114333     11.4114555      9.1345387      9.2470443      2.7503829      0.4485482      1.1807180     -0.5146966      1.0363336      3.0656856      7.1848856      0.0544848      5.4799202      0.1328576     -0.9103792      2.3569350      3.6196815      0.1824635      0.2088029      0.2740387
      0.0122077     12.1843884      9.4773571      9.6028025      2.7669100      0.4781923      1.2045935     -0.5483567      1.0391567      3.0908784      7.4638864      0.0572490      5.3724382      0.0856456     -0.8468759      2.3478855      3.4461597      0.1845512      0.2092989      0.2693980
      0.0129845     12.9596853      9.7923275      9.9305287      2.7743927      0.5065918      1.2261406     -0.5784511      1.0418397      3.1048610      7.7064499      0.0596903      5.2496094      0.0435623     -0.7899533      2.3486421      3.3043297      0.1861089      0.2091600      0.2647128
      0.0137638     13.7374964     10.0820193     10.2327134      2.7745360      0.5341151      1.2456638     -0.6055729      1.0444096      3.1279513      7.9160821      0.0619523      5.1170385      0.0060392     -0.7387574      2.3567358      3.1877355      0.1872283      0.2085064      0.2599770
      0.0145458     14.5179726     10.3488413     10.5117086      2.7688050      0.5603955      1.2632857     -0.6296300      1.0468365      3.1407123      8.0961573      0.0639252      4.9790102     -0.0274394     -0.6925673      2.3702039      3.0914065      0.1879826      0.2074369      0.2552150
      0.0153306     15.3012655     10.5950126     10.7696949      2.7583764      0.5857528      1.2792416     -0.6512339      1.0491540      3.1612797      8.2499677      0.0657483      4.8387328     -0.0572978     -0.6507763      2.3875619      3.0115380      0.1884316      0.2060311      0.2504524
      0.0161183     16.0875270     10.8225541     11.0086692      2.7442571      0.6098938      1.2936403     -0.6703113      1.0513353      3.1724067      8.3805386      0.0673227      4.6986164     -0.0839132     -0.6128910      2.4076293      2.9451859      0.1886105      0.2043554      0.2457097
      0.0169092     16.8769096     11.0332939     11.2304468      2.7272425      0.6330991      1.3066710     -0.6874177      1.0534178      3.1902128      8.4906857      0.0687792      4.5604092     -0.1075939     -0.5784949      2.4295154      2.8900273      0.1885533      0.2024640      0.2409942
      0.0177034     17.6695664     11.2288754     11.4366673      2.7080113      0.6551361      1.3184307     -0.7024668      1.0553758      3.1994553      8.5828962      0.0700261      4.4254761     -0.1286207     -0.5472415      2.4525142      2.8442574      0.1882827      0.2004025      0.2363165
      0.0185010     18.4656513     11.4107795     11.6288148      2.6870899      0.6762537      1.3290711     -0.7159426      1.0572480      3.2144228      8.6594070      0.0711839      4.2947956     -0.1472253     -0.5188252      2.4761119      2.8064412      0.1878178      0.1982086      0.2316896
      0.0193022     19.2653186     11.5803319     11.8082230      2.6649287      0.6962692      1.3386753     -0.7277482      1.0590088      3.2216834      8.7221498      0.0721664      4.1691445     -0.1636310     -0.4929718      2.4999010      2.7753884      0.1871799      0.1959141      0.2271367
      0.0201072     20.0687236     11.7387299     11.9761015      2.6418751      0.7154046      1.3473598     -0.7383027      1.0606973      3.2338809      8.7728545      0.0730830      4.0491388     -0.1780325     -0.4694248      2.5235616      2.7501159      0.1863977      0.1935455      0.2226836
      0.0209160     20.8760221     11.8870464     12.1335384      2.6182341      0.7335160      1.3551947     -0.7475098      1.0622874      3.2391880      8.8130301      0.0738529      3.9351289     -0.1906149     -0.4479413      2.5468138      2.7297428      0.1854873      0.1911257      0.2183479
      0.0217289     21.6873707     12.0262475     12.2815165      2.5942440      0.7508001      1.3622702     -0.7557361      1.0638179      3.2487715      8.8440492      0.0745751      3.8272881     -0.2015270     -0.4282852      2.5694429      2.7134502      0.1844697      0.1886731      0.2141347
      0.0225460     22.5029269     12.1571948     12.4209152      2.5701166      0.7671418      1.3686441     -0.7628898      1.0652619      3.2522172      8.8671259      0.0751746      3.7255467     -0.2109025     -0.4102418      2.5912954      2.7004581      0.1833640      0.1862030      0.2100330
      0.0233675     23.3228488     12.2806580     12.5525219      2.5460136      0.7827152      1.3743842     -0.7692866      1.0666578      3.2593909      8.8833670      0.0757414      3.6296779     -0.2188542     -0.3936341      2.6122703      2.6900880      0.1821872      0.1837271      0.2060291
      0.0241935     24.1472955     12.3973192     12.6770365      2.5220751      0.7974284      1.3795376     -0.7748350      1.0679776      3.2611217      8.8937290      0.0762060      3.5394167     -0.2254947     -0.3783259      2.6322876      2.6818426      0.1809488      0.1812544      0.2021169
      0.0250243     24.9764270     12.5077885     12.7950860      2.4984007      0.8114362      1.3841542     -0.7798004      1.0692589      3.2661266      8.8990494      0.0766500      3.4544628     -0.2309236     -0.3642103      2.6512915      2.6753769      0.1796612      0.1787918      0.1982944
      0.0258598     25.8104041     12.6126077     12.9072285      2.4750735      0.8246652      1.3882716     -0.7840896      1.0704728      3.2663128      8.9000194      0.0770090      3.3745729     -0.2352357     -0.3511969      2.6692537      2.6704839      0.1783316      0.1763458      0.1945733
      0.0267004     26.6493887     12.7122658     13.0139688      2.4521477      0.8372512      1.3919260     -0.7879238      1.0716560      3.2693835      8.8972360      0.0773565      3.2995204     -0.2385204     -0.3392026      2.6861628      2.6670249      0.1769637      0.1739220      0.1909759
      0.0275462     27.4935434     12.8071990     13.1157578      2.4296741      0.8491332      1.3951464     -0.7912128      1.0727794      3.2681828      8.8912054      0.0776327      3.2290250     -0.2408750     -0.3281432      2.7020084      2.6648669      0.1755604      0.1715254      0.1875110
      0.0283973     28.3430321     12.8978013     13.2130039      2.4076945      0.8604279      1.3979557     -0.7941448      1.0738789      3.2695258      8.8823970      0.0779039      3.1628443     -0.2423939     -0.3179377      2.7167700      2.6638230      0.1741355      0.1691607      0.1841699
      0.0292539     29.1980197     12.9844255     13.3060731      2.3862541      0.8710824      1.4003787     -0.7966369      1.0749250      3.2670681      8.8712254      0.0781149      3.1007334     -0.2431575     -0.3085168      2.7304241      2.6637226      0.1726967      0.1668318      0.1809415
      0.0301162     30.0586718     13.0673915     13.3952980      2.3653888      0.8811969      1.4024367     -0.7988520      1.0759530      3.2668425      8.8580697      0.0783258      3.0424255     -0.2432316     -0.2998242      2.7429731      2.6644364      0.1712360      0.1645420      0.1778153
      0.0309844     30.9251556     13.1469850     13.4809759      2.3451322      0.8907258      1.4041547     -0.8007157      1.0769333      3.2632135      8.8432468      0.0784854      2.9876289     -0.2426757     -0.2918022      2.7544630      2.6658385      0.1697433      0.1622943      0.1747785
      0.0318585     31.7976392     13.2234650     13.5633767      2.3255051      0.8997574      1.4055468     -0.8023703      1.0779003      3.2615477      8.8270415      0.0786483      2.9361116     -0.2415501     -0.2843912      2.7649508      2.6677757      0.1682269      0.1600912      0.1718246
      0.0327389     32.6762917     13.2970640     13.6427431      2.3065227      0.9082551      1.4066337     -0.8037489      1.0788244      3.2568427      8.8096936      0.0787670      2.8876302     -0.2399094     -0.2775383      2.7744774      2.6700911      0.1667038      0.1579345      0.1689528
      0.0336255     33.5612837     13.3679931     13.7192956      2.2881901      0.9162980      1.4074312     -0.8049746      1.0797391      3.2538851      8.7914212      0.0788916      2.8419019     -0.2378003     -0.2712112      2.7830653      2.6726985      0.1651814      0.1558248      0.1661544
      0.0345188     34.4527869     13.4364407     13.7932311      2.2705082      0.9238566      1.4079681     -0.8059812      1.0806149      3.2482188      8.7723883      0.0789781      2.7987157     -0.2352522     -0.2653854      2.7907376      2.6755642      0.1636506      0.1537625      0.1634207
      0.0354187     35.3509742     13.5025802     13.8647312      2.2534635      0.9310018      1.4082643     -0.8068677      1.0814845      3.2441239      8.7527199      0.0790720      2.7579499     -0.2322875     -0.2600259      2.7975220      2.6786381      0.1621005      0.1517475      0.1607518
      0.0363254     36.2560198     13.5665697     13.9339615      2.2370336      0.9377109      1.4083470     -0.8075671      1.0823187      3.2376257      8.7324936      0.0791319      2.7195412     -0.2289279     -0.2550783      2.8034679      2.6818388      0.1605339      0.1497788      0.1581622
      0.0372393     37.1680995     13.6285581     14.0010785      2.2211869      0.9440491      1.4082311     -0.8081641      1.0831494      3.2325646      8.7117825      0.0791993      2.6835061     -0.2252147     -0.2504778      2.8086410      2.6850793      0.1589534      0.1478542      0.1556682
      0.0381603     38.0873901     13.6886840     14.0662278      2.2058947      0.9499992      1.4079376     -0.8085972      1.0839477      3.2253861      8.6906564      0.0792361      2.6498296     -0.2212000     -0.2461583      2.8131162      2.6882655      0.1573583      0.1459718      0.1532677
      0.0390888     39.0140699     13.7470781     14.1295473      2.1911306      0.9556194      1.4074702     -0.8089418      1.0847451      3.2195451      8.6692086      0.0792811      2.6185128     -0.2169430     -0.2420718      2.8169659      2.6913615      0.1557643      0.1441309      0.1509505
      0.0400248     39.9483188     13.8038629     14.1911661      2.1768745      0.9608957      1.4068398     -0.8091424      1.0855127      3.2118534      8.6475289      0.0792994      2.5895825     -0.2124910     -0.2381966      2.8202700      2.6944124      0.1541824      0.1423322      0.1487130
      0.0409686     40.8903179     13.8591552     14.2512079      2.1631065      0.9658785      1.4060463     -0.8092672      1.0862814      3.2054177      8.6257010      0.0793274      2.5630536     -0.2078878     -0.2345314      2.8231425      2.6975001      0.1526180      0.1405766      0.1465584
      0.0419204     41.8402502     13.9130642     14.3097881      2.1498106      0.9705552      1.4051016     -0.8092674      1.0870224      3.1973595      8.6037728      0.0793322      2.5388715     -0.2031731     -0.2310734      2.8257311      2.7006932      0.1510739      0.1388649      0.1444842
      0.0428802     42.7982998     13.9656923     14.3670157      2.1369704      0.9749692      1.4040071     -0.8092049      1.0877657      3.1904728      8.5817841      0.0793471      2.5169741     -0.1983911     -0.2278154      2.8281570      2.7039977      0.1495488      0.1371978      0.1424802
      0.0438485     43.7646526     14.0171353     14.4229920      2.1245716      0.9791087      1.4027731     -0.8090316      1.0884829      3.1821470      8.5597578      0.0793414      2.4973613     -0.1935758     -0.2247478      2.8304579      2.7073945      0.1480462      0.1355744      0.1405416
      0.0448252     44.7394961     14.0674851     14.4778151      2.1125976      0.9830118      1.4013977     -0.8087997      1.0892030      3.1748927      8.5377229      0.0793455      2.4800427     -0.1887624     -0.2218714      2.8325742      2.7108228      0.1465666      0.1339928      0.1386733
      0.0458106     45.7230195     14.1168276     14.5315762      2.1010366      0.9866683      1.3998913     -0.8084636      1.0898981      3.1663319      8.5156908      0.0793307      2.4649445     -0.1839781     -0.2191993      2.8343749      2.7142926      0.1451013      0.1324513      0.1368753
      0.0468049     46.7154135     14.1652427     14.5843606      2.0898781      0.9901118      1.3982569     -0.8080723      1.0905967      3.1587364      8.4936673      0.0793253      2.4518372     -0.1792374     -0.2167343      2.8357142      2.7178201      0.1436469      0.1309480      0.1351406
      0.0478082     47.7168706     14.2127991     14.6362415      2.0791159      0.9933342      1.3965102     -0.8075854      1.0912716      3.1499580      8.4716536      0.0793023      2.4402747     -0.1745327     -0.2144616      2.8365098      2.7214001      0.1422052      0.1294813      0.1334559
      0.0488209     48.7275853     14.2595533     14.6872789      2.0687402      0.9963656      1.3946564     -0.8070524      1.0919509      3.1420732      8.4496756      0.0792885      2.4297545     -0.1698596     -0.2123711      2.8367390      2.7249871      0.1407837      0.1280492      0.1318184
      0.0498430     49.7477535     14.3055502     14.7375204      2.0587395      0.9991988      1.3927096     -0.8064415      1.0926079      3.1331322      8.4277555      0.0792590      2.4198687     -0.1652195     -0.2104625      2.8364162      2.7285994      0.1393809      0.1266509      0.1302333
      0.0508748     50.7775731     14.3508268     14.7870049      2.0490963      1.0018603      1.3906718     -0.8058034      1.0932703      3.1250204      8.4059301      0.0792393      2.4104141     -0.1606190     -0.2087267      2.8356045      2.7322803      0.1379891      0.1252862      0.1287028
      0.0519165     51.8172441     14.3954159     14.8357672      2.0397927      1.0043437      1.3885495     -0.8051116      1.0939119      3.1159481      8.3842424      0.0792060      2.4013362     -0.1560505     -0.2071360      2.8344151      2.7360348      0.1366118      0.1239551      0.1272200
      0.0529682     52.8669680     14.4393488     14.8838401      2.0308099      1.0066725      1.3863336     -0.8044151      1.0945598      3.1076343      8.3627589      0.0791832      2.3926510     -0.1515158     -0.2056579      2.8329919      2.7398189      0.1352666      0.1226561      0.1257772
      0.0540302     53.9269485     14.4826558     14.9312558      2.0221352      1.0088405      1.3840267     -0.8036859      1.0951883      3.0984393      8.3415343      0.0791490      2.3844451     -0.1470363     -0.2042668      2.8314388      2.7435551      0.1339598      0.1213865      0.1243780
      0.0551027     54.9973913     14.5253678     14.9780471      2.0137614      1.0108676      1.3816302     -0.8029648      1.0958238      3.0899360      8.3206267      0.0791263      2.3767853     -0.1426531     -0.2029479      2.8297355      2.7471893      0.1326881      0.1201440      0.1230289
      0.0561859     56.0785040     14.5675141     15.0242450      2.0056914      1.0127475      1.3791651     -0.8022261      1.0964409      3.0806106      8.3000979      0.0790946      2.3695981     -0.1383998     -0.2016956      2.8277740      2.7506889      0.1314406      0.1189279      0.1217169
      0.0572800     57.1704965     14.6091212     15.0698778      1.9979272      1.0144971      1.3766476     -0.8015120      1.0970656      3.0719007      8.2800384      0.0790756      2.3628196     -0.1342977     -0.2005309      2.8254847      2.7540942      0.1302006      0.1177380      0.1204286
      0.0583852     58.2735805     14.6502146     15.1149724      1.9904663      1.0161104      1.3740995     -0.8007959      1.0976729      3.0624091      8.2605138      0.0790501      2.3565493     -0.1303567     -0.1994852      2.8229248      2.7574474      0.1289572      0.1165743      0.1191695
      0.0595017     59.3879700     14.6908215     15.1595579      1.9832992      1.0176030      1.3715255     -0.8001115      1.0982884      3.0534752      8.2415352      0.0790374      2.3509191     -0.1265965     -0.1985769      2.8202462      2.7607407      0.1277058      0.1154366      0.1179414
      0.0606298     60.5138813     14.7309692     15.2036638      1.9764154      1.0189709      1.3689282     -0.7994271      1.0988876      3.0438306      8.2230340      0.0790181      2.3460491     -0.1230352     -0.1978070      2.8175628      2.7639203      0.1264546      0.1143251      0.1167455
      0.0617696     61.6515328     14.7706864     15.2473206      1.9698002      1.0202295      1.3662907     -0.7987693      1.0994951      3.0347394      8.2049305      0.0790098      2.3419623     -0.1196853     -0.1971583      2.8149117      2.7669115      0.1252143      0.1132400      0.1155786
      0.0629214     62.8011452     14.8099992     15.2905565      1.9634388      1.0213762      1.3636005     -0.7981046      1.1000869      3.0250418      8.1871868      0.0789944      2.3385682     -0.1165358     -0.1965973      2.8123108      2.7696800      0.1239939      0.1121813      0.1144241
      0.0640854     63.9629415     14.8489313     15.3333968      1.9573095      1.0224262      1.3608387     -0.7974555      1.1006875      3.0159221      8.1698416      0.0789894      2.3356702     -0.1135641     -0.1960938      2.8097531      2.7721691      0.1227950      0.1111483      0.1132706
      0.0652619     65.1371472     14.8875010     15.3758613      1.9513879      1.0233783      1.3580007     -0.7967888      1.1012731      3.0063030      8.1529304      0.0789783      2.3330978     -0.1107566     -0.1956385      2.8071919      2.7743528      0.1216101      0.1101392      0.1121324
      0.0664510     66.3239900     14.9257253     15.4179680      1.9456511      1.0242482      1.3550782     -0.7961295      1.1018673      2.9972789      8.1364550      0.0789776      2.3307614     -0.1081249     -0.1952345      2.8045954      2.7762537      0.1204403      0.1091518      0.1110298
      0.0676530     67.5237002     14.9636187     15.4597325      1.9400874      1.0250360      1.3520795     -0.7954495      1.1024468      2.9878199      8.1203692      0.0789714      2.3287147     -0.1056781     -0.1948736      2.8019674      2.7779147      0.1192931      0.1081854      0.1099622
      0.0688681     68.7365106     15.0011993     15.5011742      1.9346897      1.0257553      1.3490149     -0.7947737      1.1030347      2.9789194      8.1046236      0.0789747      2.3272941     -0.1034078     -0.1945385      2.7993217      2.7793838      0.1181634      0.1072403      0.1089316
      0.0700966     69.9626564     15.0384903     15.5423181      1.9294527      1.0264044      1.3459083     -0.7940719      1.1036086      2.9695881      8.0891631      0.0789721      2.3269214     -0.1012958     -0.1942081      2.7966598      2.7807201      0.1170480      0.1063171      0.1079379
      0.0713387     71.2023756     15.0755205     15.5831957      1.9243653      1.0269937      1.3427733     -0.7933627      1.1041911      2.9607498      8.0739379      0.0789774      2.3278488     -0.0993313     -0.1938700      2.7939651      2.7819557      0.1159468      0.1054158      0.1069797
      0.0725946     72.4559086     15.1123194     15.6238392      1.9194131      1.0275198      1.3396261     -0.7926119      1.1047601      2.9514802      8.0588621      0.0789761      2.3301296     -0.0975011     -0.1935184      2.7911334      2.7831482      0.1148432      0.1045347      0.1060622
      0.0738647     73.7234986     15.1489155     15.6642797      1.9145785      1.0279922      1.3364640     -0.7918383      1.1053380      2.9426658      8.0438672      0.0789812      2.3335079     -0.0957875     -0.1931590      2.7880044      2.7842777      0.1137401      0.1036705      0.1051750
      0.0751490     75.0053916     15.1853300     15.7045404      1.9098476      1.0284104      1.3332848     -0.7910155      1.1059034      2.9334631      8.0289117      0.0789800      2.3376736     -0.0941763     -0.1928254      2.7844773      2.7853501      0.1126586      0.1028198      0.1043085
      0.0764479     76.3018363     15.2215818     15.7446418      1.9052129      1.0287855      1.3300799     -0.7901670      1.1064782      2.9247295      8.0139985      0.0789853      2.3425172     -0.0926672     -0.1925211      2.7805531      2.7863922      0.1115930      0.1019811      0.1034627
      0.0777617     77.6130841     15.2576867     15.7846013      1.9006822      1.0291184      1.3268456     -0.7892730      1.1070418      2.9156746      7.9991955      0.0789856      2.3479439     -0.0912578     -0.1921862      2.7763427      2.7872916      0.1105547      0.1011533      0.1026377
      0.0790905     78.9393896     15.2936580     15.8244333      1.8962715      1.0294198      1.3235693     -0.7883697      1.1076156      2.9071103      7.9846945      0.0789941      2.3535253     -0.0899387     -0.1917766      2.7720372      2.7878750      0.1095643      0.1003360      0.1018162
      0.0804347     80.2810099     15.3294988     15.8641412      1.8919900      1.0296874      1.3202575     -0.7874486      1.1081791      2.8982816      7.9707230      0.0790015      2.3587417     -0.0886745     -0.1913120      2.7677281      2.7881294      0.1086097      0.0995303      0.1009885
      0.0817945     81.6382054     15.3652099     15.9037258      1.8878267      1.0299258      1.3169204     -0.7865360      1.1087526      2.8899484      7.9574250      0.0790203      2.3637732     -0.0874392     -0.1908386      2.7634169      2.7880556      0.1076805      0.0987369      0.1001726
      0.0831702     83.0112394     15.4007984     15.9431946      1.8837637      1.0301291      1.3135825     -0.7856021      1.1093150      2.8813582      7.9447784      0.0790398      2.3692157     -0.0862347     -0.1903884      2.7591375      2.7876667      0.1067727      0.0979557      0.0993814
      0.0845620     84.4003783     15.4362788     15.9825637      1.8797852      1.0302984      1.3102611     -0.7846558      1.1098861      2.8732004      7.9326544      0.0790691      2.3753186     -0.0850702     -0.1899523      2.7549600      2.7869933      0.1058874      0.0971860      0.0986087
      0.0859702     85.8058915     15.4716635     16.0218466      1.8758842      1.0304261      1.3069789     -0.7836686      1.1104455      2.8647377      7.9208511      0.0790959      2.3816992     -0.0839577     -0.1894702      2.7508962      2.7859787      0.1050068      0.0964265      0.0978430
      0.0873951     87.2280517     15.5069571     16.0610483      1.8720605      1.0305124      1.3037458     -0.7826603      1.1110134      2.8566314      7.9091592      0.0791275      2.3877477     -0.0829366     -0.1888916      2.7469078      2.7846085      0.1041142      0.0956761      0.0970753
      0.0888369     88.6671350     15.5421569     16.1001655      1.8683207      1.0305525      1.3005682     -0.7816129      1.1115709      2.8481794      7.8974043      0.0791526      2.3932760     -0.0820643     -0.1881949      2.7429301      2.7830620      0.1032129      0.0949349      0.0963038
      0.0902960     90.1234204     15.5772622     16.1391974      1.8646682      1.0305510      1.2974338     -0.7805466      1.1121382      2.8400412      7.8855273      0.0791799      2.3986565     -0.0813768     -0.1873716      2.7389428      2.7816080      0.1022948      0.0942028      0.0955348
      0.0917726     91.5971904     15.6122777     16.1781493      1.8611033      1.0305092      1.2943261     -0.7794422      1.1126970      2.8315600      7.8735974      0.0792012      2.4041644     -0.0808468     -0.1864326      2.7350274      2.7803914      0.1013744      0.0934794      0.0947618
      0.0932670     93.0887311     15.6472092     16.2170274      1.8576137      1.0304362      1.2912270     -0.7783223      1.1132662      2.8234084      7.8617738      0.0792268      2.4096743     -0.0804258     -0.1854586      2.7313675      2.7793644      0.1004767      0.0927663      0.0939780
      0.0947795     94.5983318     15.6820601     16.2558356      1.8541732      1.0303366      1.2881426     -0.7771761      1.1138267      2.8149583      7.8500849      0.0792493      2.4152578     -0.0800945     -0.1845746      2.7281017      2.7784689      0.0996028      0.0920641      0.0932149
      0.0963103     96.1262853     15.7168381     16.2945821      1.8507470      1.0302196      1.2850783     -0.7760303      1.1143965      2.8068559      7.8383641      0.0792753      2.4211859     -0.0798408     -0.1838331      2.7252851      2.7776291      0.0987544      0.0913719      0.0924933
      0.0978599     97.6728881     15.7515517     16.3332765      1.8473088      1.0300899      1.2820437     -0.7748757      1.1149569      2.7984772      7.8264392      0.0792959      2.4274091     -0.0796536     -0.1832121      2.7229571      2.7768136      0.0979278      0.0906889      0.0918056
      0.0994285     99.2384403     15.7862068     16.3719253      1.8438485      1.0299556      1.2790370     -0.7737371      1.1155261      2.7904596      7.8143471      0.0793190      2.4335955     -0.0795313     -0.1826877      2.7211156      2.7760374      0.0971393      0.0900145      0.0911445
      0.1010163    100.8232455     15.8208048     16.4105300      1.8403773      1.0298202      1.2760649     -0.7725950      1.1160864      2.7821723      7.8022347      0.0793389      2.4396900     -0.0794519     -0.1822479      2.7196025      2.7753688      0.0964132      0.0893491      0.0904926
      0.1026237    102.4276113     15.8553495     16.4490947      1.8369088      1.0296843      1.2731366     -0.7714516      1.1166560      2.7742256      7.7902262      0.0793636      2.4458078     -0.0793629     -0.1818710      2.7182027      2.7747933      0.0957297      0.0886941      0.0898379
      0.1042511    104.0518488     15.8898453     16.4876244      1.8334445      1.0295425      1.2702749     -0.7702784      1.1172173      2.7660033      7.7783658      0.0793869      2.4522502     -0.0792116     -0.1815432      2.7167756      2.7743179      0.0950633      0.0880505      0.0891882
      0.1058987    105.6962733     15.9243045     16.5261326      1.8299649      1.0293900      1.2675030     -0.7690862      1.1177877      2.7581303      7.7666583      0.0794151      2.4595951     -0.0789810     -0.1812499      2.7152934      2.7739530      0.0944008      0.0874187      0.0885444
      0.1075668    107.3612038     15.9587442     16.5646386      1.8264424      1.0292195      1.2648470     -0.7678520      1.1183502      2.7500237      7.7550974      0.0794424      2.4680313     -0.0787072     -0.1810053      2.7137526      2.7737469      0.0937266      0.0867975      0.0879195
      0.1092558    109.0469631     15.9931794     16.6031590      1.8228626      1.0290248      1.2623053     -0.7665841      1.1189226      2.7423394      7.7437316      0.0794755      2.4768224     -0.0784616     -0.1808202      2.7121643      2.7737348      0.0930368      0.0861840      0.0873044
      0.1109659    110.7538785     16.0276114     16.6416955      1.8192249      1.0288029      1.2598671     -0.7652569      1.1194888      2.7344929      7.7326869      0.0795104      2.4854729     -0.0782953     -0.1806988      2.7105293      2.7739335      0.0923452      0.0855770      0.0866768
