 ***********************************
   FLAT-PLATE BOUNDARY LAYER MACH 2 
 ***********************************
 Skin friction        =   1.852781024538684E-003
 Friction Mach number =   9.138697397027216E-002
 ***********************************
 Reynolds numbers:
 ***********************************
 Retau    =   501.959480429549     
 Redelta  =   63885.4869184169     
 Retheta  =   4342.89963292213     
 Redelta2 =   1815.74455412960     
 ***********************************
 Shape factors:
 ***********************************
 dstar/delta99 =   0.320637711489791     
 theta/delta99 =   6.797944012648920E-002
 H             =    4.71668655836501     
 Hinc          =    1.40930370967495     
 ***********************************
 Wall-normal profiles:              
 ***********************************

      y/delta99          y+            u+             u_vd+         urms+          vrms+           wrms+          uv+      sqrt(rho/rho_w)     prms+          trms+         rhorms+     y+ du_vd+/dy+      S(u)            S(T)           F(u)           F(T)           omx+           omy+           omz+
      0.0160674      8.0651784      7.2666741      7.3828258      2.4244392      0.3094409      0.9767271     -0.3283407      1.0472076      2.8048194      5.2622455      0.0842736      5.6338113      0.3436730     -1.2051578      2.4754229      4.6501620      0.1684599      0.2105432      0.3004434
      0.0174387      8.7535415      7.7081892      7.8465286      2.4904888      0.3396224      1.0062082     -0.3701474      1.0532996      2.8188672      5.6476272      0.0923892      5.6806200      0.2682525     -1.1022156      2.3883064      4.2354126      0.1744738      0.2157680      0.2951552
      0.0188179      9.4458303      8.1176222      8.2790242      2.5390167      0.3693493      1.0327977     -0.4094851      1.0593567      2.8381905      5.9912219      0.1001548      5.6758394      0.1991239     -1.0083987      2.3284484      3.8997117      0.1795956      0.2195819      0.2906177
      0.0202055     10.1423551      8.4964156      8.6814252      2.5725178      0.3983226      1.0567931     -0.4458311      1.0652898      2.8534168      6.2938691      0.1073906      5.6293233      0.1360374     -0.9233206      2.2904054      3.6282847      0.1838573      0.2221963      0.2864020
      0.0216022     10.8434284      8.8463515      9.0552227      2.5932952      0.4266915      1.0785283     -0.4792076      1.0710872      2.8727819      6.5575715      0.1141712      5.5501803      0.0786467     -0.8463132      2.2697171      3.4085556      0.1873319      0.2237998      0.2822298
      0.0230086     11.5493645      9.1694090      9.4021495      2.6034516      0.4542217      1.0981718     -0.5094314      1.0766836      2.8882750      6.7850021      0.1203753      5.4464689      0.0265578     -0.7766462      2.2627352      3.2303129      0.1901171      0.2245584      0.2779575
      0.0244252     12.2604800      9.4676400      9.7240563      2.6048167      0.4810355      1.1159406     -0.5367692      1.0820913      2.9068798      6.9792628      0.1261129      5.3250398     -0.0206306     -0.7136205      2.2665484      3.0855446      0.1923101      0.2246159      0.2735247
      0.0258529     12.9770939      9.7430881     10.0228286      2.5989892      0.5069490      1.1319529     -0.5612093      1.0872635      2.9217891      7.1435620      0.1312995      5.1915341     -0.0633166     -0.6566014      2.2788029      2.9680399      0.1939977      0.2240947      0.2689251
      0.0272921     13.6995274      9.9977225     10.3003155      2.5873076      0.5320641      1.1463813     -0.5831031      1.0922294      2.9389452      7.2810581      0.1360584      5.0504413     -0.1018835     -0.6049788      2.2976206      2.8728516      0.1952522      0.2230962      0.2641860
      0.0287436     14.4281047     10.2334054     10.5582921      2.5709107      0.5562408      1.1593377     -0.6024943      1.0969539      2.9526051      7.3946945      0.1403230      4.9053949     -0.1367070     -0.5581568      2.3214594      2.7958925      0.1961351      0.2217044      0.2593642
      0.0302079     15.1631524     10.4518741     10.7984361      2.5507386      0.5795687      1.1709777     -0.6197309      1.1014761      2.9678320      7.4872015      0.1442143      4.7592722     -0.1681359     -0.5155646      2.3490722      2.7337396      0.1966891      0.2199886      0.2545168
      0.0316858     15.9050001     10.6547337     11.0223164      2.5275941      0.6019453      1.1814114     -0.6348645      1.1057680      2.9797925      7.5610732      0.1476744      4.6143638     -0.1964848     -0.4766957      2.3794231      2.6835850      0.1969453      0.2180072      0.2496968
      0.0331779     16.6539806     10.8434580     11.2313892      2.5021427      0.6234508      1.1907734     -0.6482125      1.1098738      2.9928086      7.6186164      0.1508172      4.4723928     -0.2220194     -0.4411234      2.4116674      2.6431775      0.1969343      0.2158097      0.2449388
      0.0346849     17.4104297     11.0193895     11.4269937      2.4749560      0.6440111      1.1991593     -0.6598245      1.1137697      3.0028244      7.6619264      0.1535935      4.3346192     -0.2449621     -0.4085071      2.4451004      2.6107927      0.1966856      0.2134388      0.2402583
      0.0362075     18.1746867     11.1837467     11.6103565      2.4465056      0.6636993      1.2066749     -0.6699784      1.1175021      3.0135163      7.6929020      0.1561102      4.2019336     -0.2654969     -0.3785728      2.4791524      2.5851007      0.1962285      0.2109312      0.2356552
      0.0377463     18.9470944     11.3376297     11.7825939      2.4171943      0.6824649      1.2133914     -0.6787129      1.1210489      3.0214711      7.7132171      0.1583237      4.0749014     -0.2837844     -0.3510866      2.5133362      2.5650078      0.1955886      0.2083173      0.2311232
      0.0393020     19.7279990     11.4820297     11.9447194      2.3873515      0.7003762      1.2193818     -0.6862638      1.1244560      3.0298248      7.7243473      0.1603301      3.9538567     -0.2999579     -0.3258327      2.5472399      2.5495662      0.1947889      0.2056220      0.2266501
      0.0408753     20.5177508     11.6178376     12.0976498      2.3572550      0.7174025      1.2246935     -0.6926618      1.1277018      3.0357091      7.7275715      0.1620886      3.8389838     -0.3141244     -0.3026031      2.5805199      2.5379304      0.1938501      0.2028671      0.2222284
      0.0424670     21.3167040     11.7458544     12.2422149      2.3271239      0.7336088      1.2293730     -0.6981073      1.1308307      3.0417955      7.7240144      0.1636842      3.7302845     -0.3263773     -0.2812024      2.6129160      2.5293964      0.1927948      0.2000720      0.2178648
      0.0440777     22.1252169     11.8667972     12.3791615      2.2971361      0.7489780      1.2334513     -0.7026246      1.1338210      3.0456652      7.7146569      0.1650785      3.6276903     -0.3368186     -0.2614622      2.6442358      2.5234266      0.1916415      0.1972544      0.2135781
      0.0457082     22.9436521     11.9813112     12.5091656      2.2674278      0.7635695      1.2369630     -0.7063838      1.1367148      3.0496047      7.7003640      0.1663474      3.5310459     -0.3455676     -0.2432507      2.6743288      2.5196307      0.1904004      0.1944293      0.2093801
      0.0473592     23.7723766     12.0899734     12.6328343      2.2381094      0.7773745      1.2399358     -0.7094008      1.1394900      3.0515812      7.6818675      0.1674553      3.4401729     -0.3527565     -0.2264623      2.7030494      2.5177338      0.1890765      0.1916088      0.2052854
      0.0490314     24.6117620     12.1933054     12.7507194      2.2092649      0.7904462      1.2423967     -0.7118133      1.1421859      3.0535583      7.6597815      0.1684674      3.3549055     -0.3585231     -0.2109839      2.7302814      2.5174773      0.1876771      0.1888012      0.2013081
      0.0507256     25.4621848     12.2917764     12.8633193      2.1809666      0.8027806      1.2443665     -0.7136288      1.1447800      3.0538248      7.6346206      0.1693482      3.2751348     -0.3629937     -0.1966895      2.7559503      2.5185759      0.1862149      0.1860122      0.1974540
      0.0524425     26.3240264     12.3858153     12.9710921      2.1532741      0.8144253      1.2458652     -0.7149654      1.1473093      3.0540497      7.6068520      0.1701542      3.2007087     -0.3662746     -0.1834674      2.7800491      2.5208046      0.1847069      0.1832467      0.1937194
      0.0541830     27.1976732     12.4758063     13.0744494      2.1262399      0.8253803      1.2469148     -0.7158304      1.1497517      3.0527718      7.5768974      0.1708536      3.1312238     -0.3684508     -0.1712337      2.8026193      2.5240540      0.1831669      0.1805098      0.1900892
      0.0559478     28.0835171     12.5620916     13.1737593      2.0999032      0.8356891      1.2475410     -0.7163243      1.1521419      3.0514109      7.5451317      0.1714968      3.0661741     -0.3695996     -0.1599188      2.8237148      2.5282349      0.1816045      0.1778062      0.1865410
      0.0577376     28.9819553     12.6449739     13.2693474      2.0742920      0.8453557      1.2477783     -0.7164424      1.1544579      3.0487284      7.5118661      0.1720534      3.0052452     -0.3697973     -0.1494639      2.8433641      2.5332684      0.1800177      0.1751402      0.1830633
      0.0595534     29.8933908     12.7247307     13.3615139      2.0494181      0.8544210      1.2476612     -0.7162577      1.1567322      3.0459184      7.4773668      0.1725675      2.9484170     -0.3691295     -0.1398257      2.8615889      2.5391282      0.1784061      0.1725157      0.1796521
      0.0613959     30.8182322     12.8016192     13.4505383      2.0252845      0.8628922      1.2472278     -0.7157545      1.1589432      3.0419197      7.4418366      0.1730115      2.8957478     -0.3676763     -0.1309602      2.8784098      2.5457974      0.1767663      0.1699369      0.1763156
      0.0632659     31.7568944     12.8758810     13.5366844      2.0018899      0.8708068      1.2465139     -0.7149955      1.1611214      3.0377508      7.4054203      0.1734236      2.8472372     -0.3655164     -0.1228006      2.8938648      2.5531736      0.1750892      0.1674084      0.1730806
      0.0651642     32.7097982     12.9477395     13.6201972      1.9792371      0.8781742      1.2455575     -0.7139700      1.1632459      3.0325241      7.3682513      0.1737764      2.8028005     -0.3627236     -0.1152698      2.9079673      2.5610935      0.1733704      0.1649356      0.1699643
      0.0670918     33.6773711     13.0174034     13.7013066      1.9573304      0.8850310      1.2443846     -0.7127364      1.1653453      3.0271098      7.3305192      0.1741043      2.7624918     -0.3593677     -0.1083012      2.9206881      2.5694176      0.1716250      0.1625211      0.1669804
      0.0690495     34.6600469     13.0850714     13.7802327      1.9361750      0.8913888      1.2430212     -0.7112829      1.1673999      3.0207754      7.2924586      0.1743858      2.7264799     -0.3555131     -0.1018566      2.9319798      2.5780719      0.1698654      0.1601648      0.1641580
      0.0710381     35.6582664     13.1509344     13.8571882      1.9157813      0.8972809      1.2414910     -0.7096630      1.1694368      3.0142438      7.2543183      0.1746534      2.6948504     -0.3512368     -0.0959290      2.9418066      2.5869467      0.1680886      0.1578680      0.1615006
      0.0730586     36.6724772     13.2151714     13.9323736      1.8961654      0.9027169      1.2398186     -0.7078686      1.1714365      3.0068839      7.2163089      0.1748873      2.6674364     -0.3465959     -0.0905351      2.9500967      2.5959352      0.1662881      0.1556329      0.1589679
      0.0751119     37.7031340     13.2779453     14.0059716      1.8773391      0.9077268      1.2380195     -0.7059483      1.1734240      2.9992991      7.1785757      0.1751166      2.6438492     -0.3416110     -0.0856949      2.9567530      2.6050900      0.1644688      0.1534588      0.1565228
      0.0771989     38.7506992     13.3393992     14.0781432      1.8593015      0.9123219      1.2361174     -0.7038917      1.1753804      2.9910087      7.1411490      0.1753216      2.6235426     -0.3362707     -0.0813651      2.9617018      2.6143571      0.1626292      0.1513430      0.1541506
      0.0793204     39.8156426     13.3996551     14.1490255      1.8420397      0.9165324      1.2341339     -0.7017435      1.1773281      2.9825432      7.1039667      0.1755220      2.6058168     -0.3305540     -0.0774422      2.9650060      2.6234938      0.1607665      0.1492831      0.1518460
      0.0814776     40.8984416     13.4588129     14.2187305      1.8255307      0.9203700      1.2320801     -0.6994932      1.1792487      2.9735223      7.0669670      0.1756961      2.5901049     -0.3244511     -0.0738207      2.9669152      2.6322102      0.1588882      0.1472791      0.1496105
      0.0836713     41.9995820     13.5169601     14.2873561      1.8097355      0.9238617      1.2299381     -0.6971715      1.1811636      2.9643868      7.0301745      0.1758643      2.5762886     -0.3179810     -0.0704603      2.9676325      2.6403730      0.1570072      0.1453314      0.1474575
      0.0859025     43.1195575     13.5741794     14.3549956      1.7946029      0.9270155      1.2276769     -0.6947564      1.1830560      2.9548350      6.9936547      0.1760122      2.5643832     -0.3111483     -0.0673883      2.9671682      2.6480773      0.1551417      0.1434381      0.1453920
      0.0881722     44.2588703     13.6305475     14.4217355      1.7800806      0.9298537      1.2252590     -0.6922715      1.1849462      2.9451905      6.9574705      0.1761621      2.5540753     -0.3040018     -0.0646560      2.9655912      2.6555147      0.1533049      0.1415951      0.1433970
      0.0904815     45.4180315     13.6861272     14.4876464      1.7661304      0.9323828      1.2226598     -0.6896986      1.1868179      2.9352131      6.9216494      0.1763020      2.5448937     -0.2966545     -0.0623068      2.9630105      2.6629055      0.1515069      0.1397996      0.1414520
      0.0928313     46.5975608     13.7409713     14.5527878      1.7527207      0.9346229      1.2198664     -0.6870627      1.1886892      2.9251512      6.8861551      0.1764502      2.5366794     -0.2892002     -0.0603534      2.9594269      2.6703663      0.1497475      0.1380500      0.1395528
      0.0952228     47.7979872     13.7951330     14.6172194      1.7398104      0.9365762      1.2168865     -0.6843424      1.1905441      2.9148171      6.8507861      0.1765857      2.5299479     -0.2816806     -0.0586844      2.9547635      2.6776663      0.1479902      0.1363461      0.1377152
      0.0976570     49.0198492     13.8486786     14.6810175      1.7273435      0.9382560      1.2137255     -0.6815519      1.1923999      2.9043399      6.8152917      0.1767118      2.5254237     -0.2741587     -0.0570865      2.9491708      2.6843377      0.1462260      0.1346832      0.1359715
      0.1001350     50.2636945     13.9016785     14.7442634      1.7152672      0.9396617      1.2103909     -0.6786805      1.1942444      2.8935683      6.7796977      0.1768154      2.5228291     -0.2667618     -0.0554984      2.9429893      2.6902714      0.1444810      0.1330523      0.1342968
      0.1026579     51.5300811     13.9541827     14.8070148      1.7035487      0.9408071      1.2069058     -0.6757656      1.1960966      2.8826065      6.7443056      0.1769223      2.5209414     -0.2596335     -0.0540258      2.9365339      2.6956466      0.1427793      0.1314512      0.1326248
      0.1052268     52.8195768     14.0062162     14.8693001      1.6921766      0.9416980      1.2033320     -0.6728045      1.1979448      2.8714255      6.7094111      0.1770325      2.5191196     -0.2528695     -0.0527972      2.9299948      2.7006357      0.1411148      0.1298857      0.1309304
      0.1078429     54.1327600     14.0578054     14.9311490      1.6811345      0.9423588      1.1997503     -0.6698079      1.1998037      2.8600806      6.6751222      0.1771647      2.5182034     -0.2465219     -0.0518742      2.9234520      2.7052471      0.1394839      0.1283564      0.1292938
      0.1105074     55.4702196     14.1089994     14.9926193      1.6703943      0.9428013      1.1962323     -0.6667414      1.2016603      2.8485693      6.6414744      0.1773089      2.5193730     -0.2405650     -0.0512502      2.9169921      2.7094886      0.1378869      0.1268613      0.1277387
      0.1132214     56.8325553     14.1598610     15.0537852      1.6599307      0.9430464      1.1928037     -0.6636088      1.2035288      2.8368785      6.6085348      0.1774763      2.5228940     -0.2349551     -0.0508824      2.9107205      2.7133555      0.1363271      0.1253986      0.1262142
      0.1159862     58.2203781     14.2104489     15.1147164      1.6497328      0.9431017      1.1894558     -0.6603996      1.2053967      2.8250674      6.5763366      0.1776565      2.5284829     -0.2296568     -0.0507284      2.9044644      2.7169462      0.1347776      0.1239656      0.1246937
      0.1188030     59.6343104     14.2608148     15.1754746      1.6397908      0.9429871      1.1861505     -0.6571464      1.2072756      2.8131617      6.5448608      0.1778600      2.5359310     -0.2246088     -0.0507616      2.8977271      2.7203544      0.1332154      0.1225622      0.1231970
      0.1216731     61.0749863     14.3110037     15.2361135      1.6300816      0.9427088      1.1828251     -0.6538580      1.2091539      2.8013061      6.5140737      0.1780795      2.5447028     -0.2196773     -0.0509799      2.8901226      2.7236665      0.1316709      0.1211903      0.1217507
      0.1245978     62.5430519     14.3610453     15.2966689      1.6205800      0.9422818      1.1794185     -0.6505522      1.2110444      2.7894743      6.4839413      0.1783256      2.5542116     -0.2148032     -0.0513126      2.8818517      2.7270191      0.1301849      0.1198507      0.1203589
      0.1275784     64.0391655     14.4109633     15.3571690      1.6112728      0.9417030      1.1759182     -0.6472003      1.2129389      2.7777891      6.4543511      0.1785855      2.5644516     -0.2101095     -0.0515449      2.8736834      2.7304535      0.1287795      0.1185446      0.1190055
      0.1306161     65.5639981     14.4607831     15.4176451      1.6021505      0.9409733      1.1723455     -0.6437978      1.2148493      2.7661316      6.4251287      0.1788607      2.5757045     -0.2057645     -0.0515119      2.8661337      2.7336040      0.1273994      0.1172751      0.1176805
      0.1337125     67.1182335     14.5105304     15.4781282      1.5931902      0.9400786      1.1687183     -0.6403423      1.2167669      2.7546094      6.3962185      0.1791425      2.5873041     -0.2017431     -0.0513348      2.8591563      2.7363868      0.1259889      0.1160364      0.1164227
      0.1368688     68.7025687     14.5602089     15.5386235      1.5843815      0.9390184      1.1650341     -0.6368615      1.2187006      2.7430588      6.3676317      0.1794377      2.5985095     -0.1979846     -0.0511071      2.8530016      2.7389876      0.1245652      0.1148157      0.1152385
      0.1400864     70.3177142     14.6098264     15.5991404      1.5757409      0.9377891      1.1612902     -0.6333328      1.2206420      2.7316004      6.3394019      0.1797388      2.6104142     -0.1945678     -0.0508357      2.8481124      2.7412483      0.1231345      0.1136049      0.1140668
      0.1433669     71.9643944     14.6594200     15.6597251      1.5672624      0.9364137      1.1574884     -0.6297332      1.2226000      2.7200830      6.3115598      0.1800557      2.6247561     -0.1916206     -0.0505940      2.8446266      2.7431229      0.1216960      0.1124043      0.1128889
      0.1467117     73.6433478     14.7090459     15.7204464      1.5589060      0.9349085      1.1536288     -0.6260260      1.2245666      2.7086331      6.2841412      0.1803856      2.6412777     -0.1892334     -0.0504279      2.8424082      2.7443626      0.1202826      0.1112189      0.1117039
      0.1501223     75.3553272     14.7587339     15.7813420      1.5506456      0.9333004      1.1497009     -0.6222331      1.2265491      2.6970599      6.2572308      0.1807411      2.6584362     -0.1874778     -0.0504945      2.8410732      2.7453795      0.1188785      0.1100495      0.1105205
      0.1536002     77.1011004     14.8084943     15.8424251      1.5425071      0.9315953      1.1456988     -0.6183644      1.2285393      2.6854810      6.2307306      0.1811179      2.6756637     -0.1863513     -0.0508304      2.8404122      2.7466394      0.1174719      0.1088958      0.1093616
      0.1571470     78.8814504     14.8583346     15.9037057      1.5345126      0.9298160      1.1415929     -0.6144383      1.2305443      2.6738160      6.2042993      0.1814957      2.6932418     -0.1857346     -0.0511489      2.8401756      2.7475142      0.1160890      0.1077538      0.1082402
      0.1607643     80.6971755     14.9082673     15.9652005      1.5266384      0.9279695      1.1373700     -0.6104591      1.2325622      2.6622219      6.1779639      0.1818701      2.7111099     -0.1853618     -0.0512990      2.8397150      2.7483829      0.1147575      0.1066215      0.1071404
      0.1644537     82.5490900     14.9582954     16.0269144      1.5188525      0.9260913      1.1330502     -0.6064980      1.2346028      2.6506727      6.1521157      0.1822574      2.7286479     -0.1850621     -0.0512552      2.8389312      2.7494902      0.1135206      0.1055052      0.1060338
      0.1682168     84.4380245     15.0084139     16.0888423      1.5111323      0.9241848      1.1286615     -0.6025533      1.2366613      2.6392617      6.1268162      0.1826640      2.7456196     -0.1849039     -0.0511892      2.8384821      2.7509886      0.1123291      0.1044074      0.1048876
      0.1720554     86.3648260     15.0586202     16.1509829      1.5033905      0.9222794      1.1241784     -0.5986196      1.2387453      2.6279862      6.1018046      0.1830880      2.7629324     -0.1847970     -0.0510959      2.8386144      2.7530913      0.1111874      0.1033318      0.1037378
      0.1759711     88.3303587     15.1089300     16.2133569      1.4954920      0.9203625      1.1196211     -0.5946916      1.2408534      2.6168875      6.0772069      0.1835305      2.7803376     -0.1845752     -0.0507832      2.8387711      2.7551161      0.1101004      0.1022775      0.1026522
      0.1799657     90.3355039     15.1593466     16.2759704      1.4873839      0.9184457      1.1150700     -0.5907955      1.2429887      2.6060260      6.0535545      0.1840122      2.7992375     -0.1844017     -0.0502881      2.8384366      2.7569908      0.1090770      0.1012440      0.1015813
      0.1840411     92.3811610     15.2099358     16.3389066      1.4790843      0.9165098      1.1106434     -0.5868615      1.2451416      2.5954519      6.0309779      0.1845425      2.8228751     -0.1846800     -0.0497835      2.8380504      2.7585160      0.1080467      0.1002290      0.1005855
      0.1881990     94.4682473     15.2607834     16.4022744      1.4707212      0.9145574      1.1064324     -0.5828842      1.2473137      2.5851407      6.0092214      0.1851098      2.8503117     -0.1856376     -0.0493006      2.8382032      2.7590675      0.1069336      0.0992270      0.0996905
      0.1924412     96.5976989     15.3119335     16.4661305      1.4625049      0.9125773      1.1023859     -0.5788692      1.2495038      2.5750448      5.9884822      0.1857294      2.8790247     -0.1874142     -0.0490824      2.8390636      2.7586790      0.1058054      0.0982384      0.0987850
      0.1967698     98.7704705     15.3633960     16.5304900      1.4546129      0.9105775      1.0984164     -0.5749479      1.2517144      2.5652188      5.9689989      0.1864078      2.9077599     -0.1900150     -0.0490762      2.8400019      2.7579246      0.1047694      0.0972618      0.0978691
      0.2011866    100.9875368     15.4151550     16.5953352      1.4471684      0.9085230      1.0945024     -0.5711660      1.2539428      2.5554494      5.9507070      0.1871570      2.9335801     -0.1932083     -0.0493558      2.8404019      2.7576300      0.1038336      0.0963078      0.0969121
      0.2056937    103.2498919     15.4671367     16.6605759      1.4402316      0.9063959      1.0906228     -0.5675140      1.2561947      2.5456720      5.9329135      0.1879600      2.9556328     -0.1968190     -0.0498436      2.8409492      2.7581403      0.1029329      0.0953772      0.0959018
      0.2102930    105.5585504     15.5193045     16.7261682      1.4336582      0.9041577      1.0867651     -0.5638443      1.2584751      2.5356061      5.9152579      0.1888038      2.9765144     -0.2006512     -0.0503916      2.8415924      2.7580451      0.1020558      0.0944709      0.0948612
      0.2149866    107.9145477     15.5716716     16.7921314      1.4272509      0.9018093      1.0829512     -0.5601502      1.2607874      2.5252859      5.8977169      0.1896732      3.0016109     -0.2050655     -0.0509157      2.8415532      2.7576938      0.1011636      0.0935899      0.0939246
      0.2197766    110.3189403     15.6243596     16.8586214      1.4209773      0.8993432      1.0791722     -0.5563867      1.2631264      2.5147410      5.8803001      0.1905617      3.0340897     -0.2100681     -0.0509956      2.8399211      2.7572912      0.1002230      0.0927337      0.0931014
      0.2246652    112.7728064     15.6774612     16.9257584      1.4149205      0.8967431      1.0753589     -0.5525734      1.2654974      2.5040701      5.8630231      0.1914571      3.0692624     -0.2154217     -0.0503229      2.8374130      2.7568346      0.0993019      0.0918898      0.0923167
      0.2296545    115.2772467     15.7309784     16.9935488      1.4090740      0.8939803      1.0715395     -0.5487143      1.2679106      2.4932469      5.8462247      0.1923868      3.1028829     -0.2212263     -0.0490151      2.8343574      2.7564318      0.0983790      0.0910457      0.0914623
      0.2347468    117.8333841     15.7848891     17.0619693      1.4032586      0.8910431      1.0678597     -0.5447949      1.2703776      2.4823998      5.8300119      0.1933459      3.1375059     -0.2272838     -0.0469613      2.8301681      2.7552186      0.0974083      0.0901912      0.0906378
      0.2399444    120.4423651     15.8392390     17.1310829      1.3973631      0.8879466      1.0643609     -0.5407289      1.2729072      2.4716780      5.8148101      0.1943484      3.1740865     -0.2330758     -0.0440391      2.8263608      2.7523245      0.0964454      0.0893273      0.0898116
      0.2452496    123.1053596     15.8940413     17.2009122      1.3913995      0.8847021      1.0609650     -0.5365308      1.2754982      2.4610000      5.8010426      0.1954147      3.2128557     -0.2383182     -0.0406637      2.8242634      2.7489895      0.0954655      0.0884610      0.0889432
      0.2506648    125.8235618     15.9493665     17.2715525      1.3853083      0.8813393      1.0575406     -0.5321062      1.2781406      2.4506755      5.7878060      0.1965215      3.2570805     -0.2432283     -0.0366393      2.8232729      2.7470002      0.0945085      0.0876101      0.0879920
      0.2561924    128.5981909     16.0052922     17.3431085      1.3788693      0.8778583      1.0539241     -0.5274920      1.2808276      2.4405129      5.7738021      0.1976098      3.3039571     -0.2476506     -0.0318820      2.8220331      2.7455537      0.0936302      0.0867771      0.0870241
      0.2618349    131.4304911     16.0618140     17.4155800      1.3720046      0.8743057      1.0500538     -0.5226780      1.2835442      2.4309380      5.7579605      0.1986564      3.3482038     -0.2519570     -0.0265940      2.8216734      2.7447039      0.0927690      0.0859672      0.0860682
      0.2675948    134.3217325     16.1189014     17.4889324      1.3647917      0.8706873      1.0459625     -0.5176935      1.2862870      2.4214099      5.7396013      0.1996368      3.3964319     -0.2559324     -0.0208393      2.8217871      2.7436615      0.0919505      0.0851791      0.0851738
      0.2734747    137.2732119     16.1766660     17.5633147      1.3571477      0.8670476      1.0417676     -0.5124699      1.2890711      2.4122808      5.7187304      0.2005647      3.4457991     -0.2591077     -0.0150960      2.8210475      2.7430975      0.0911168      0.0844102      0.0843088
      0.2794772    140.2862527     16.2350050     17.6386002      1.3492077      0.8633941      1.0373679     -0.5071546      1.2918952      2.4027216      5.6957862      0.2014476      3.4889799     -0.2618213     -0.0094278      2.8207702      2.7433003      0.0903172      0.0836576      0.0834816
      0.2856051    143.3622063     16.2938629     17.7147227      1.3411742      0.8597787      1.0326619     -0.5017490      1.2947572      2.3936662      5.6713589      0.2023191      3.5303406     -0.2646744     -0.0043049      2.8230824      2.7433238      0.0896358      0.0829119      0.0827551
