 ***********************************
   FLAT-PLATE BOUNDARY LAYER MACH 2 
 ***********************************
 Skin friction        =   3.189113759049216E-003
 Friction Mach number =   8.015181797633535E-002
 ***********************************
 Reynolds numbers:
 ***********************************
 Retau    =   251.850235526004     
 Redelta  =   13011.7949333293     
 Retheta  =   1121.75670367170     
 Redelta2 =   715.346866473262     
 ***********************************
 Shape factors:
 ***********************************
 dstar/delta99 =   0.265837716667336     
 theta/delta99 =   8.621075796378881E-002
 H             =    3.08357939248135     
 Hinc          =    1.51002697098228     
 ***********************************
 Wall-normal profiles:              
 ***********************************

      y/delta99          y+            u+             u_vd+         urms+          vrms+           wrms+          uv+      sqrt(rho/rho_w)     prms+          trms+         rhorms+     y+ du_vd+/dy+      S(u)            S(T)           F(u)           F(T)           omx+           omy+           omz+
      0.0637766     16.0621408     10.7075823     10.9605590      2.4850343      0.6068652      1.1310017     -0.6610939      1.0729582      2.5450228      7.1705469      0.0924267      4.5322582     -0.2483004     -0.4226557      2.3505004      2.5411926      0.1901974      0.2176507      0.2474390
      0.0665342     16.7566664     10.8837013     11.1497569      2.4616811      0.6272406      1.1400288     -0.6741483      1.0755665      2.5554995      7.2329955      0.0940991      4.4065245     -0.2736743     -0.3912088      2.3820881      2.5093836      0.1904539      0.2158318      0.2432439
      0.0693274     17.4601161     11.0496419     11.3284462      2.4366797      0.6469442      1.1482126     -0.6858193      1.0780868      2.5671333      7.2833973      0.0956347      4.2839628     -0.2970427     -0.3620068      2.4148152      2.4837100      0.1905092      0.2138393      0.2390589
      0.0721574     18.1728645     11.2062474     11.4974695      2.4103770      0.6658900      1.1555982     -0.6961031      1.0805007      2.5759350      7.3230410      0.0969885      4.1651519     -0.3185245     -0.3348567      2.4483496      2.4632719      0.1903768      0.2117004      0.2348960
      0.0750259     18.8952912     11.3542888     11.6576013      2.3830656      0.6841456      1.1622399     -0.7052268      1.0828376      2.5855303      7.3531009      0.0982296      4.0505125     -0.3382252     -0.3095810      2.4824028      2.4472922      0.1900814      0.2094386      0.2307641
      0.0779343     19.6277809     11.4944726     11.8095548      2.3550038      0.7016422      1.1681794     -0.7131837      1.0850794      2.5925267      7.3746315      0.0993170      3.9403914     -0.3562457     -0.2860202      2.5167102      2.4351248      0.1896498      0.2070740      0.2266758
      0.0808843     20.3707238     11.6274456     11.9539857      2.3264112      0.7184422      1.1734683     -0.7201724      1.0872555      2.6000277      7.3885902      0.1003127      3.8349561     -0.3726714     -0.2640344      2.5510189      2.4262639      0.1891047      0.2046241      0.2226346
      0.0838773     21.1245154     11.7537966     12.0914937      2.2974829      0.7344913      1.1781578     -0.7261842      1.0893480      2.6051586      7.3958396      0.1011798      3.7342898     -0.3875731     -0.2434950      2.5850785      2.4202830      0.1884521      0.2021041      0.2186402
      0.0869150     21.8895573     11.8740643     12.2226297      2.2683833      0.7498472      1.1823067     -0.7313910      1.0913859      2.6105716      7.3971731      0.1019732      3.6384599     -0.4010041     -0.2242789      2.6186594      2.4168061      0.1876936      0.1995274      0.2146940
      0.0899990     22.6662569     11.9887412     12.3478991      2.2392558      0.7644675      1.1859720     -0.7357801      1.0933513      2.6138387      7.3933133      0.1026598      3.5474701     -0.4130141     -0.2062658      2.6515684      2.4154623      0.1868242      0.1969058      0.2107976
      0.0931309     23.4550278     12.0982781     12.4677666      2.2102199      0.7784057      1.1892044     -0.7394961      1.0952724      2.6172267      7.3849176      0.1032876      3.4613232     -0.4236531     -0.1893462      2.6836517      2.4158844      0.1858438      0.1942497      0.2069547
      0.0963124     24.2562901     12.2030901     12.5826618      2.1813784      0.7916297      1.1920455     -0.7425206      1.0971310      2.6186940      7.3725571      0.1038263      3.3800716     -0.4329754     -0.1734225      2.7147706      2.4177117      0.1847589      0.1915688      0.2031740
      0.0995452     25.0704705     12.3035614     12.6929835      2.1528144      0.8041894      1.1945219     -0.7449721      1.0989542      2.6201783      7.3567230      0.1043176      3.3036981     -0.4410289     -0.1584104      2.7447565      2.4206319      0.1835865      0.1888720      0.1994596
      0.1028310     25.8980026     12.4000443     12.7990992      2.1245952      0.8160610      1.1966549     -0.7468288      1.1007236      2.6199602      7.3378332      0.1047336      3.2320861     -0.4478470     -0.1442356      2.7733934      2.4244117      0.1823435      0.1861677      0.1958142
      0.1061715     26.7393272     12.4928629     12.9013475      2.0967705      0.8272906      1.1984572     -0.7481924      1.1024651      2.6196893      7.3162610      0.1051112      3.1651063     -0.4534511     -0.1308382      2.8004456      2.4288962      0.1810428      0.1834635      0.1922439
      0.1095687     27.5948923     12.5823134     13.0000394      2.0693770      0.8378607      1.1999476     -0.7490485      1.1041601      2.6179164      7.2923362      0.1054259      3.1025505     -0.4578627     -0.1181741      2.8257231      2.4339986      0.1796858      0.1807668      0.1887503
      0.1130241     28.4651536     12.6686647     13.0954573      2.0424440      0.8478138      1.2011362     -0.7494939      1.1058336      2.6160432      7.2663547      0.1057104      3.0440266     -0.4611207     -0.1062107      2.8491301      2.4396884      0.1782706      0.1780850      0.1853243
      0.1165398     29.3505745     12.7521557     13.1878527      2.0160009      0.8571381      1.2020357     -0.7495244      1.1074670      2.6128442      7.2385734      0.1059427      2.9891631     -0.4632803     -0.0949151      2.8706418      2.4459542      0.1768005      0.1754248      0.1819611
      0.1201175     30.2516265     12.8330030     13.2774538      1.9900778      0.8658743      1.2026444     -0.7492266      1.1090844      2.6095075      7.2092293      0.1061515      2.9376825     -0.4644038     -0.0842482      2.8902359      2.4527539      0.1752854      0.1727916      0.1786644
      0.1237592     31.1687896     12.9114025     13.3644675      1.9647061      0.8740161      1.2029667     -0.7485916      1.1106675      2.6050066      7.1785469      0.1063173      2.8894645     -0.4645489     -0.0741583      2.9079188      2.4600070      0.1737331      0.1701892      0.1754449
      0.1274668     32.1025523     12.9875392     13.4490900      1.9399158      0.8816030      1.2030005     -0.7476840      1.1122398      2.6003602      7.1467654      0.1064660      2.8445624     -0.4637836     -0.0645927      2.9238196      2.4676162      0.1721466      0.1676198      0.1723063
      0.1312423     33.0534117     13.0615886     13.5315078      1.9157352      0.8886329      1.2027587     -0.7464836      1.1137834      2.5947098      7.1141247      0.1065811      2.8030869     -0.4621909     -0.0555163      2.9382045      2.4754666      0.1705230      0.1650863      0.1692334
      0.1350877     34.0218743     13.1337214     13.6119036      1.8921843      0.8951424      1.2022504     -0.7450365      1.1153211      2.5889194      7.0808384      0.1066862      2.7652650     -0.4598707     -0.0469251      2.9513148      2.4834709      0.1688675      0.1625923      0.1662201
      0.1390051     35.0084558     13.2041054     13.6904576      1.8692703      0.9011324      1.2014990     -0.7433208      1.1168354      2.5822695      7.0470479      0.1067664      2.7313356     -0.4569237     -0.0388292      2.9632378      2.4916005      0.1671821      0.1601427      0.1632876
      0.1429964     36.0136818     13.2729054     13.7673479      1.8469921      0.9066366      1.2005169     -0.7413792      1.1183481      2.5754837      7.0128240      0.1068407      2.7014619     -0.4534559     -0.0312266      2.9739731      2.4998737      0.1654662      0.1577406      0.1604702
      0.1470639     37.0380874     13.3402797     13.8427461      1.8253528      0.9116563      1.1993196     -0.7391993      1.1198420      2.5679448      6.9781886      0.1068935      2.6755257     -0.4495775     -0.0240876      2.9835489      2.5083008      0.1637218      0.1553873      0.1577747
      0.1512098     38.0822184     13.4063732     13.9168098      1.8043650      0.9162193      1.1979050     -0.7368235      1.1213385      2.5602510      6.9431822      0.1069404      2.6532095     -0.4453868     -0.0173584      2.9919862      2.5169130      0.1619620      0.1530829      0.1551679
      0.1554361     39.1466308     13.4713174     13.9896825      1.7840400      0.9203260      1.1962851     -0.7342365      1.1228204      2.5518921      6.9079131      0.1069684      2.6342885     -0.4409268     -0.0109831      2.9992649      2.5256560      0.1602090      0.1508292      0.1526155
      0.1597453     40.2318914     13.5352364     14.0614995      1.7643742      0.9239993      1.1944815     -0.7314620      1.1243083      2.5433682      6.8725633      0.1069937      2.6188288     -0.4362041     -0.0049621      3.0053373      2.5343428      0.1584692      0.1486289      0.1501118
      0.1641395     41.3385782     13.5982543     14.1323976      1.7453471      0.9272383      1.1925489     -0.7284707      1.1257854      2.5342446      6.8372932      0.1070067      2.6071890     -0.4312123      0.0006639      3.0101138      2.5428279      0.1567198      0.1464840      0.1476612
      0.1686212     42.4672806     13.6605001     14.2025193      1.7269229      0.9300627      1.1905322     -0.7252771      1.1272716      2.5249276      6.8021947      0.1070214      2.5997198     -0.4259494      0.0058831      3.0134747      2.5510265      0.1549414      0.1443948      0.1452694
      0.1731926     43.6185997     13.7221031     14.2720082      1.7090606      0.9324732      1.1884605     -0.7218636      1.1287504      2.5150598      6.7672829      0.1070272      2.5964332     -0.4204267      0.0107119      3.0153996      2.5588855      0.1531446      0.1423593      0.1429566
      0.1778563     44.7931487     13.7831836     14.3409983      1.6917314      0.9344877      1.1863230     -0.7182628      1.1302410      2.5049656      6.7324933      0.1070344      2.5969426     -0.4146727      0.0151608      3.0159573      2.5664406      0.1513473      0.1403741      0.1407376
      0.1826147     45.9915531     13.8438465     14.4096070      1.6749267      0.9361083      1.1841011     -0.7144776      1.1317268      2.4943593      6.6977174      0.1070317      2.6006647     -0.4087208      0.0192397      3.0152322      2.5737840      0.1495440      0.1384372      0.1385779
      0.1874703     47.2144511     13.9041809     14.4779343      1.6586330      0.9373558      1.1817558     -0.7105449      1.1332262      2.4835401      6.6628814      0.1070280      2.6072366     -0.4025896      0.0229640      3.0133399      2.5810629      0.1477245      0.1365505      0.1364452
      0.1924258     48.4624941     13.9642679     14.5460715      1.6428081      0.9382424      1.1792445     -0.7064673      1.1347231      2.4723362      6.6279535      0.1070140      2.6163635     -0.3962784      0.0263811      3.0106069      2.5884654      0.1458998      0.1347175      0.1343639
      0.1974838     49.7363466     14.0241768     14.6140968      1.6273963      0.9387983      1.1765081     -0.7022768      1.1362349      2.4610256      6.5929695      0.1069990      2.6276212     -0.3898513      0.0296109      3.0075602      2.5961197      0.1441058      0.1329379      0.1323688
      0.2026470     51.0366871     14.0839662     14.6820767      1.6123580      0.9390435      1.1735110     -0.6979672      1.1377452      2.4494999      6.5580337      0.1069772      2.6406267     -0.3834753      0.0327929      3.0048018      2.6039467      0.1423835      0.1312060      0.1304820
      0.2079180     52.3642081     14.1436874     14.7500698      1.5976877      0.9390040      1.1702555     -0.6935467      1.1392702      2.4379617      6.5232271      0.1069592      2.6554410     -0.3773975      0.0359879      3.0028457      2.6118377      0.1407205      0.1295170      0.1287053
      0.2132998     53.7196166     14.2034000     14.8181441      1.5834103      0.9386904      1.1667940     -0.6889923      1.1407940      2.4263021      6.4885132      0.1069390      2.6727244     -0.3718176      0.0391952      3.0018516      2.6196271      0.1390661      0.1278701      0.1270221
      0.2187952     55.1036344     14.2631790     14.8863856      1.5695530      0.9381161      1.1631647     -0.6843099      1.1423341      2.4146465      6.4538252      0.1069239      2.6933781     -0.3667987      0.0423686      3.0016409      2.6270797      0.1374069      0.1262650      0.1254218
      0.2244072     56.5169987     14.3231142     14.9548979      1.5561311      0.9372829      1.1593796     -0.6794944      1.1438771      2.4029072      6.4191247      0.1069083      2.7176849     -0.3622725      0.0454862      3.0017964      2.6342161      0.1357659      0.1246987      0.1238826
      0.2301386     57.9604622     14.3832858     15.0237739      1.5431428      0.9361953      1.1554242     -0.6745816      1.1454413      2.3911598      6.3844731      0.1068998      2.7447866     -0.3580871      0.0486391      3.0017261      2.6412123      0.1341535      0.1231671      0.1223638
      0.2359926     59.4347935     14.4437488     15.0930782      1.5305657      0.9348518      1.1512949     -0.6695850      1.1470133      2.3793525      6.3500064      0.1068949      2.7735723     -0.3540999      0.0519344      3.0009630      2.6480908      0.1325544      0.1216664      0.1208295
      0.2419723     60.9407779     14.5045375     15.1628521      1.5183594      0.9332614      1.1469832     -0.6645300      1.1486098      2.3675459      6.3158213      0.1069006      2.8034782     -0.3502174      0.0553867      2.9992032      2.6547299      0.1309864      0.1201923      0.1192705
      0.2480808     62.4792174     14.5656802     15.2331305      1.5064817      0.9314340      1.1425203     -0.6594194      1.1502176      2.3557596      6.2819523      0.1069124      2.8344321     -0.3464087      0.0589145      2.9964563      2.6611082      0.1294550      0.1187445      0.1176717
      0.2543215     64.0509313     14.6272098     15.3039532      1.4948696      0.9293833      1.1379678     -0.6542632      1.1518537      2.3440363      6.2484099      0.1069353      2.8673212     -0.3426448      0.0624624      2.9931243      2.6671681      0.1279448      0.1173267      0.1160595
      0.2606976     65.6567567     14.6891882     15.3753944      1.4834234      0.9271190      1.1333761     -0.6490268      1.1535052      2.3323945      6.2152792      0.1069670      2.9035981     -0.3389548      0.0660810      2.9898373      2.6728147      0.1264425      0.1159407      0.1145475
      0.2672126     67.2975488     14.7516988     15.4475533      1.4720589      0.9246445      1.1287422     -0.6436813      1.1551870      2.3207873      6.1826433      0.1070153      2.9438619     -0.3355005      0.0697861      2.9867729      2.6779781      0.1249288      0.1145813      0.1131776
      0.2738698     68.9741815     14.8148235     15.5205277      1.4607412      0.9219567      1.1240332     -0.6381872      1.1568847      2.3092057      6.1503534      0.1070766      2.9874140     -0.3323551      0.0734899      2.9831631      2.6825903      0.1233943      0.1132405      0.1118875
      0.2806729     70.6875475     14.8786161     15.5943836      1.4494569      0.9190508      1.1191926     -0.6325443      1.1586125      2.2975736      6.1181915      0.1071513      3.0326813     -0.3294683      0.0770517      2.9785416      2.6868296      0.1218327      0.1119130      0.1105828
      0.2876255     72.4385595     14.9430916     15.6691418      1.4381773      0.9159264      1.1141623     -0.6267640      1.1603570      2.2859023      6.0860955      0.1072331      3.0773561     -0.3268401      0.0805009      2.9736952      2.6911513      0.1202784      0.1105961      0.1092383
      0.2947313     74.2281500     15.0082117     15.7447622      1.4268764      0.9125870      1.1089264     -0.6208613      1.1621312      2.2740931      6.0542129      0.1073255      3.1193247     -0.3247621      0.0840222      2.9699485      2.6954035      0.1187537      0.1092859      0.1078994
      0.3019940     76.0572719     15.0739076     15.8211682      1.4155716      0.9090363      1.1035260     -0.6148220      1.1639185      2.2621835      6.0227669      0.1074277      3.1573526     -0.3236440      0.0877516      2.9674206      2.6991164      0.1172290      0.1079819      0.1065408
      0.3094176     77.9268996     15.1400949     15.8982647      1.4043135      0.9052724      1.0979714     -0.6086541      1.1657295      2.2500834      5.9918552      0.1075432      3.1915603     -0.3236652      0.0917266      2.9658105      2.7020864      0.1157112      0.1066890      0.1051161
      0.3170060     79.8380286     15.2067208     15.9759931      1.3931421      0.9012999      1.0922249     -0.6023588      1.1675494      2.2378359      5.9612663      0.1076664      3.2248565     -0.3250322      0.0958873      2.9657633      2.7042862      0.1142461      0.1054082      0.1036377
      0.3247632     81.7916769     15.2738151     16.0543909      1.3820556      0.8971239      1.0862190     -0.5959303      1.1693929      2.2253055      5.9307099      0.1077967      3.2619521     -0.3279452      0.1001305      2.9677479      2.7057145      0.1128198      0.1041362      0.1021934
      0.3326933     83.7888847     15.3414850     16.1335865      1.3710586      0.8927604      1.0798731     -0.5893612      1.1712499      2.2125412      5.8998992      0.1079300      3.3041916     -0.3319384      0.1043246      2.9709300      2.7064828      0.1114300      0.1028729      0.1008179
      0.3408006     85.8307158     15.4098072     16.2136733      1.3601634      0.8882206      1.0731323     -0.5826927      1.1731380      2.1994388      5.8688314      0.1080672      3.3485000     -0.3361766      0.1088071      2.9743913      2.7064861      0.1101233      0.1016141      0.0994502
      0.3490894     87.9182576     15.4787979     16.2946748      1.3493162      0.8835093      1.0660666     -0.5759416      1.1750483      2.1861627      5.8378717      0.1082113      3.3930833     -0.3403409      0.1138024      2.9773207      2.7049938      0.1088274      0.1003585      0.0980540
      0.3575642     90.0526219     15.5484746     16.3766162      1.3383656      0.8786088      1.0587399     -0.5690610      1.1769957      2.1726790      5.8069440      0.1083662      3.4399045     -0.3444572      0.1190323      2.9794587      2.7024962      0.1075141      0.0991118      0.0967452
      0.3662293     92.2349453     15.6188967     16.4595720      1.3271988      0.8735023      1.0511634     -0.5619936      1.1789675      2.1590983      5.7757858      0.1085245      3.4890703     -0.3487587      0.1245178      2.9807626      2.7002807      0.1062087      0.0978714      0.0955150
      0.3750895     94.4663901     15.6900731     16.5435582      1.3158421      0.8681716      1.0433432     -0.5547133      1.1809757      2.1451979      5.7446790      0.1086886      3.5371382     -0.3537514      0.1305977      2.9811754      2.6988067      0.1049191      0.0966322      0.0942972
      0.3841495     96.7481447     15.7619451     16.6285103      1.3044095      0.8626170      1.0353289     -0.5472183      1.1830058      2.1310206      5.7139458      0.1088639      3.5805711     -0.3597249      0.1372443      2.9811401      2.6981188      0.1036663      0.0953877      0.0930781
      0.3934141     99.0814242     15.8343900     16.7142878      1.2930744      0.8568264      1.0272114     -0.5395783      1.1850713      2.1163144      5.6831024      0.1090459      3.6171688     -0.3663297      0.1441782      2.9813497      2.6977238      0.1023937      0.0941365      0.0917618
      0.4028881    101.4674714     15.9072657     16.8007269      1.2819358      0.8508002      1.0189710     -0.5318348      1.1871627      2.1011926      5.6514374      0.1092204      3.6465173     -0.3732284      0.1511873      2.9831104      2.6967121      0.1010397      0.0928829      0.0902980
      0.4125768    103.9075568     15.9804487     16.8876851      1.2709285      0.8445458      1.0103855     -0.5239706      1.1892965      2.0855529      5.6190188      0.1093879      3.6721094     -0.3805397      0.1584847      2.9874508      2.6950120      0.0997068      0.0916205      0.0887343
      0.4224851    106.4029802     16.0539366     16.9751635      1.2598757      0.8381057      1.0013958     -0.5159486      1.1914605      2.0698406      5.5865505      0.1095597      3.7013680     -0.3885129      0.1665646      2.9936401      2.6934610      0.0984023      0.0903455      0.0872603
      0.4326185    108.9550703     16.1278526     17.0633130      1.2486610      0.8314953      0.9921548     -0.5077040      1.1936647      2.0539938      5.5545537      0.1097475      3.7380201     -0.3976384      0.1752366      3.0018236      2.6921663      0.0969923      0.0890623      0.0859747
      0.4429823    111.5651864     16.2023143     17.1522782      1.2372546      0.8247021      0.9826687     -0.4991491      1.1958916      2.0383315      5.5228619      0.1099472      3.7778046     -0.4078916      0.1843100      3.0116899      2.6911480      0.0955288      0.0877673      0.0846758
      0.4535819    114.2347186     16.2773186     17.2420598      1.2255059      0.8176968      0.9728915     -0.4902170      1.1981488      2.0225999      5.4912875      0.1101558      3.8154923     -0.4186245      0.1937627      3.0227880      2.6898258      0.0940486      0.0864600      0.0833352
      0.4644232    116.9650885     16.3528129     17.3325988      1.2133335      0.8104887      0.9628581     -0.4809877      1.2004165      2.0069302      5.4594648      0.1103697      3.8500439     -0.4301493      0.2034011      3.0371293      2.6874263      0.0925324      0.0851466      0.0819601
      0.4755118    119.7577503     16.4287828     17.4238813      1.2006572      0.8030914      0.9525687     -0.4715417      1.2027046      1.9908166      5.4269042      0.1105763      3.8895580     -0.4422371      0.2134403      3.0528046      2.6845370      0.0910969      0.0838159      0.0806206
      0.4868536    122.6141912     16.5054244     17.5161466      1.1873123      0.7954919      0.9420548     -0.4617860      1.2050056      1.9741871      5.3928203      0.1107545      3.9406156     -0.4538900      0.2245271      3.0648986      2.6833141      0.0897638      0.0824607      0.0794233
      0.4984547    125.5359326     16.5828962     17.6095912      1.1733871      0.7875948      0.9311830     -0.4516443      1.2073439      1.9564436      5.3568581      0.1108969      3.9947935     -0.4654614      0.2368313      3.0756186      2.6850760      0.0884243      0.0810894      0.0783338
      0.5103213    128.5245303     16.6611483     17.7041613      1.1592067      0.7792770      0.9196396     -0.4410594      1.2097181      1.9377139      5.3193589      0.1110098      4.0427657     -0.4784396      0.2500404      3.0886416      2.6880089      0.0870919      0.0796973      0.0772132
      0.5224596    131.5815761     16.7400582     17.7997160      1.1450090      0.7704154      0.9073486     -0.4299619      1.2121495      1.9176958      5.2802950      0.1110984      4.0874285     -0.4935688      0.2631742      3.1064230      2.6890797      0.0856575      0.0782802      0.0758840
      0.5348762    134.7086981     16.8196559     17.8962990      1.1306734      0.7610032      0.8943196     -0.4184445      1.2146318      1.8969481      5.2391680      0.1111534      4.1385249     -0.5096178      0.2767047      3.1257138      2.6905723      0.0840505      0.0768461      0.0744214
      0.5475777    137.9075616     16.9001224     17.9941386      1.1156957      0.7511196      0.8804986     -0.4065439      1.2171755      1.8753303      5.1971546      0.1111869      4.2014990     -0.5252209      0.2914847      3.1432548      2.6931702      0.0824013      0.0754005      0.0730397
      0.5605707    141.1798702     16.9816556     18.0934841      1.0996860      0.7408238      0.8660229     -0.3942567      1.2197587      1.8530331      5.1550347      0.1112145      4.2710071     -0.5413301      0.3068617      3.1597142      2.6954751      0.0807746      0.0739362      0.0717071
