    0.0000000000E+00    2.2977340007E-03    2.2294135749E+02    3.0440807470E+00    1.5643844356E+00    8.4895043928E-01    2.2264652735E-01    7.3140808625E-02    1.0280316485E-01    7.3753694325E+02    3.2950306824E-03    7.3753694325E+02    1.1039405929E+01
    8.7976539589E-02    2.9864757886E-03    2.5068969662E+02    3.0857809988E+00    1.5395027745E+00    8.4803852831E-01    2.2227777827E-01    7.2032907828E-02    1.1870066038E-01    7.2622165088E+02    4.2832955269E-03    7.2622165088E+02    7.5591552487E+00
    1.7595307918E-01    2.4939977461E-03    2.3131101973E+02    3.0358497130E+00    1.5667067957E+00    8.4832016528E-01    2.2267997140E-01    7.3350130095E-02    1.0746686058E-01    7.3957160920E+02    3.5767342363E-03    7.3957160920E+02    9.3064123946E+00
    2.6392961877E-01    2.8275500717E-03    2.4377178552E+02    3.0662404761E+00    1.5507746808E+00    8.4745884320E-01    2.2267641940E-01    7.2621968541E-02    1.1549429172E-01    7.3219349864E+02    4.0552327413E-03    7.3219349864E+02    8.0667218820E+00
    3.5190615836E-01    2.4827276353E-03    2.3023422963E+02    3.0482888149E+00    1.5692887450E+00    8.4954460864E-01    2.2339447816E-01    7.3285207446E-02    1.0763670944E-01    7.3916972260E+02    3.5597293712E-03    7.3916972260E+02    9.0014635263E+00
    4.3988269795E-01    2.6873971189E-03    2.3848816350E+02    3.0767072356E+00    1.5587627641E+00    8.5109324097E-01    2.2371879996E-01    7.2713710740E-02    1.1268268776E-01    7.3351597893E+02    3.8527826164E-03    7.3351597893E+02    8.2635733688E+00
    5.2785923754E-01    2.4590420180E-03    2.2940910783E+02    3.0639531608E+00    1.5711978322E+00    8.5311633362E-01    2.2419409443E-01    7.3171514924E-02    1.0744311442E-01    7.3832695383E+02    3.5247651419E-03    7.3832695383E+02    8.9340460624E+00
    6.1583577713E-01    2.5857728609E-03    2.3463185810E+02    3.1048956180E+00    1.5647972071E+00    8.5452632935E-01    2.2508928926E-01    7.2494961812E-02    1.1064807931E-01    7.3192055370E+02    3.7049481817E-03    7.3192055370E+02    8.3564656974E+00
    7.0381231672E-01    2.4225060564E-03    2.2887028230E+02    3.1464032399E+00    1.5751286627E+00    8.5950776790E-01    2.2705382403E-01    7.2162976810E-02    1.0689079574E-01    7.2945852669E+02    3.4680892331E-03    7.2945852669E+02    8.7280759134E+00
    7.9178885630E-01    2.4830537757E-03    2.3306014733E+02    3.2028334580E+00    1.5655782494E+00    8.6729026331E-01    2.3623189623E-01    7.3757158879E-02    1.0856694500E-01    7.4136009963E+02    3.5687325301E-03    7.4136009963E+02    8.3929864656E+00
    8.7976539589E-01    2.3664542675E-03    2.3003491573E+02    3.2556903263E+00    1.5743067986E+00    8.7561169365E-01    2.3846232702E-01    7.3244781635E-02    1.0583539783E-01    7.3712957429E+02    3.3982137455E-03    7.3712957429E+02    8.6607687877E+00
    9.6774193548E-01    2.4019984462E-03    2.3285732734E+02    3.3077833227E+00    1.5741140235E+00    8.8183864193E-01    2.3993633644E-01    7.2536896473E-02    1.0687766996E-01    7.3057861247E+02    3.4473821399E-03    7.3057861247E+02    8.3425950479E+00
    1.0557184751E+00    2.3100641464E-03    2.2958925137E+02    3.3280005419E+00    1.5808663063E+00    8.8592786022E-01    2.4103321589E-01    7.2425834329E-02    1.0473356461E-01    7.2978473740E+02    3.3144159730E-03    7.2978473740E+02    8.5158771262E+00
    1.1436950147E+00    2.3324845797E-03    2.3075683344E+02    3.3388032559E+00    1.5809091082E+00    8.8743027481E-01    2.4137830033E-01    7.2294855921E-02    1.0539341796E-01    7.2845268872E+02    3.3466231885E-03    7.2845268872E+02    8.2104795698E+00
    1.2316715543E+00    2.2700396229E-03    2.2761061434E+02    3.3296648401E+00    1.5859234277E+00    8.8684037882E-01    2.4144960396E-01    7.2514687078E-02    1.0392054687E-01    7.3054429336E+02    3.2574086099E-03    7.3054429336E+02    8.2777988814E+00
    1.3196480938E+00    2.2847399576E-03    2.2767362920E+02    3.3327405390E+00    1.5862564409E+00    8.8513839907E-01    2.4173889870E-01    7.2534569035E-02    1.0436389192E-01    7.3069519564E+02    3.2786562996E-03    7.3069519564E+02    8.0141901515E+00
    1.4076246334E+00    2.2367929759E-03    2.2499611453E+02    3.3256524744E+00    1.5902714551E+00    8.8400490949E-01    2.4181074443E-01    7.2710767673E-02    1.0325723391E-01    7.3237479856E+02    3.2101404669E-03    7.3237479856E+02    7.9951680286E+00
    1.4956011730E+00    2.2426178828E-03    2.2482422628E+02    3.3229998370E+00    1.5907364249E+00    8.8290684733E-01    2.4186892145E-01    7.2786317580E-02    1.0347658713E-01    7.3303709158E+02    3.2187998868E-03    7.3303709158E+02    7.8319559217E+00
    1.5835777126E+00    2.2172517991E-03    2.2349014328E+02    3.3154997315E+00    1.5935471153E+00    8.8246511848E-01    2.4189352804E-01    7.2958391683E-02    1.0286537836E-01    7.3467827673E+02    3.1826674006E-03    7.3467827673E+02    7.7795268927E+00
    1.6715542522E+00    2.2247880111E-03    2.2354928631E+02    3.3201167070E+00    1.5941169323E+00    8.8182281889E-01    2.4217561083E-01    7.2941896987E-02    1.0311259545E-01    7.3452704329E+02    3.1934402386E-03    7.3452704329E+02    7.5733640201E+00
    1.7595307918E+00    2.2041735060E-03    2.2247112480E+02    3.3266484303E+00    1.5965007880E+00    8.8165772035E-01    2.4271855060E-01    7.2961888124E-02    1.0263303696E-01    7.3485002607E+02    3.1634878744E-03    7.3485002607E+02    7.5065884753E+00
    1.8475073314E+00    2.2126569449E-03    2.2285434391E+02    3.3266740940E+00    1.5970423744E+00    8.8194772325E-01    2.4276681117E-01    7.2975832412E-02    1.0288471591E-01    7.3494854541E+02    3.1757888735E-03    7.3494854541E+02    7.3142904634E+00
    1.9354838710E+00    2.1997979577E-03    2.2215073825E+02    3.3189656078E+00    1.5984607081E+00    8.8184915884E-01    2.4275372045E-01    7.3141378712E-02    1.0259929501E-01    7.3651675959E+02    3.1576263216E-03    7.3651675959E+02    7.3017712865E+00
    2.0234604106E+00    2.2079867693E-03    2.2233644565E+02    3.3172758433E+00    1.5986322363E+00    8.8129006326E-01    2.4286304416E-01    7.3211591570E-02    1.0282997244E-01    7.3718805590E+02    3.1694869787E-03    7.3718805590E+02    7.2046571544E+00
    2.1114369501E+00    2.2035440655E-03    2.2199777189E+02    3.3222243879E+00    1.5998359661E+00    8.8090105529E-01    2.4324483336E-01    7.3217460640E-02    1.0273425889E-01    7.3734144421E+02    3.1628297223E-03    7.3734144421E+02    7.0191653004E+00
