 ***********************************
   FLAT-PLATE BOUNDARY LAYER MACH 2 
 ***********************************
 Skin friction        =   2.279307660046434E-003
 Friction Mach number =   6.752529887873063E-002
 ***********************************
 Reynolds numbers:
 ***********************************
 Retau    =   842.642783700615     
 Redelta  =   51311.8894615299     
 Retheta  =   4430.57168733266     
 Redelta2 =   2825.38590368309     
 ***********************************
 Shape factors:
 ***********************************
 dstar/delta99 =   0.253127220607683     
 theta/delta99 =   8.634590801132754E-002
 H             =    2.93154854048759     
 Hinc          =    1.37600389989376     
 ***********************************
 Wall-normal profiles:              
 ***********************************

      y/delta99          y+            u+             u_vd+         urms+          vrms+           wrms+          uv+      sqrt(rho/rho_w)     prms+          trms+         rhorms+     y+ du_vd+/dy+      S(u)            S(T)           F(u)           F(T)           omx+           omy+           omz+
      0.0272972     23.0017694     12.1965522     12.4738335      2.5242876      0.7768587      1.3489527     -0.7676142      1.0686046      3.1791735      8.7116315      0.0782493      3.6069985     -0.2465660     -0.3894078      2.6051636      2.6896782      0.1823472      0.1844335      0.2068627
      0.0282918     23.8398672     12.3156621     12.6011996      2.4994725      0.7924061      1.3536884     -0.7739571      1.0700265      3.1859124      8.7229940      0.0788111      3.5111899     -0.2535444     -0.3742603      2.6278939      2.6824641      0.1811773      0.1818894      0.2029029
      0.0292919     24.6825902     12.4281080     12.7215952      2.4749603      0.8070725      1.3578231     -0.7794701      1.0713688      3.1871702      8.7290977      0.0792702      3.4207277     -0.2592446     -0.3603864      2.6494616      2.6771137      0.1799411      0.1793553      0.1990413
      0.0302977     25.5301017     12.5344833     12.8356317      2.4508413      0.8210120      1.3614237     -0.7844026      1.0726729      3.1917752      8.7306857      0.0797105      3.3353881     -0.2637879     -0.3476447      2.6697471      2.6732383      0.1786507      0.1768405      0.1952823
      0.0313093     26.3825664     12.6353172     12.9438557      2.4271967      0.8341529      1.3645432     -0.7886545      1.0739066      3.1915273      8.7283814      0.0800644      3.2550511     -0.2672876     -0.3359278      2.6886720      2.6705759      0.1773145      0.1743533      0.1916352
      0.0323270     27.2401495     12.7310920     13.0467666      2.4040849      0.8466308      1.3672267     -0.7924391      1.0751106      3.1942382      8.7227243      0.0804078      3.1796415     -0.2698385     -0.3251537      2.7062040      2.6689858      0.1759422      0.1718997      0.1880943
      0.0333510     28.1030174     12.8222419     13.1448148      2.3815603      0.8583879      1.3695140     -0.7956668      1.0762520      3.1926437      8.7141431      0.0806778      3.1090520     -0.2715136     -0.3152417      2.7223430      2.6683972      0.1745385      0.1694855      0.1846457
      0.0343815     28.9713375     12.9091649     13.2384144      2.3596569      0.8695435      1.3714406     -0.7985190      1.0773709      3.1936679      8.7030024      0.0809429      3.0432603     -0.2723673     -0.3060995      2.7371112      2.6687248      0.1731081      0.1671156      0.1812881
      0.0354187     29.8452782     12.9922242     13.3279443      2.3383998      0.8800512      1.3730461     -0.8009103      1.0784341      3.1908683      8.6896191      0.0811450      2.9822902     -0.2724473     -0.2976325      2.7505496      2.6698128      0.1716518      0.1647943      0.1780344
      0.0364627     30.7250093     13.0717570     13.4137568      2.3177955      0.8900156      1.3743604     -0.8029909      1.0794809      3.1904039      8.6743109      0.0813463      2.9261267     -0.2718095     -0.2897636      2.7627231      2.6715256      0.1701667      0.1625240      0.1749014
      0.0375138     31.6107012     13.1480697     13.4961729      2.2978485      0.8993974      1.3754121     -0.8046831      1.0804781      3.1865468      8.6573767      0.0814935      2.8745684     -0.2705162     -0.2824309      2.7737159      2.6737472      0.1686443      0.1603060      0.1718928
      0.0385721     32.5025258     13.2214403     13.5754844      2.2785577      0.9082864      1.3762089     -0.8061212      1.0814644      3.1847864      8.6391108      0.0816435      2.8272560     -0.2686390     -0.2755858      2.7836121      2.6763699      0.1670868      0.1581403      0.1689994
      0.0396380     33.4006563     13.2921146     13.6519495      2.2599272      0.9166495      1.3767556     -0.8072410      1.0824066      3.1800183      8.6197736      0.0817476      2.7837211     -0.2662495     -0.2691902      2.7924752      2.6792823      0.1655084      0.1560257      0.1662061
      0.0407115     34.3052667     13.3603108     13.7257974      2.2419559      0.9245648      1.3770414     -0.8081613      1.0833423      3.1771495      8.5996007      0.0818578      2.7434934     -0.2634189     -0.2632110      2.8003612      2.6824004      0.1639334      0.1539607      0.1634958
      0.0417930     35.2165326     13.4262198     13.7972290      2.2246426      0.9320047      1.3770697     -0.8088250      1.0842382      3.1716123      8.5787828      0.0819290      2.7061656     -0.2602009     -0.2576044      2.8073351      2.6856453      0.1623781      0.1519446      0.1608553
      0.0428825     36.1346308     13.4900124     13.8664238      2.2079747      0.9390365      1.3768435     -0.8093386      1.0851311      3.1677963      8.5574880      0.0820088      2.6713778     -0.2566511     -0.2523187      2.8134723      2.6889269      0.1608413      0.1499769      0.1582806
      0.0439804     37.0597394     13.5518393     13.9335405      2.1919351      0.9456365      1.3763865     -0.8096540      1.0859875      3.1616055      8.5358439      0.0820551      2.6388877     -0.2528271     -0.2473093      2.8188456      2.6921767      0.1593157      0.1480577      0.1557821
      0.0450868     37.9920380     13.6118396     13.9987258      2.1764989      0.9518633      1.3757172     -0.8098665      1.0868437      3.1569860      8.5139552      0.0821115      2.6086676     -0.2487968     -0.2425499      2.8235176      2.6953672      0.1578028      0.1461870      0.1533719
      0.0462019     38.9317073     13.6701436     14.0621171      2.1616432      0.9576980      1.3748689     -0.8099308      1.0876662      3.1502522      8.4918920      0.0821388      2.5807811     -0.2446171     -0.2380265      2.8275331      2.6984991      0.1563056      0.1443656      0.1510536
      0.0473260     39.8789296     13.7268765     14.1238469      2.1473424      0.9631923      1.3738643     -0.8099263      1.0884909      3.1449444      8.4697064      0.0821769      2.5553430     -0.2403377     -0.2337242      2.8308926      2.7015901      0.1548150      0.1425937      0.1488347
      0.0484593     40.8338888     13.7821570     14.1840412      2.1335744      0.9683307      1.3727344     -0.8098052      1.0892847      3.1377262      8.4474276      0.0821888      2.5323742     -0.2359766     -0.2296159      2.8335586      2.7046542      0.1533174      0.1408700      0.1467202
      0.0496020     41.7967702     13.8360964     14.2428181      2.1203161      0.9731585      1.3714902     -0.8096339      1.0900826      3.1317865      8.4251060      0.0822118      2.5116947     -0.2315300     -0.2256760      2.8355118      2.7076814      0.1518145      0.1391919      0.1447071
      0.0507543     42.7677604     13.8887932     14.3002823      2.1075487      0.9776624      1.3701463     -0.8093681      1.0908518      3.1241068      8.4028007      0.0822119      2.4929464     -0.2269857     -0.2218944      2.8368109      2.7106953      0.1503131      0.1375579      0.1427844
      0.0519165     43.7470479     13.9403333     14.3565249      2.0952529      0.9818813      1.3687005     -0.8090676      1.0916266      3.1175684      8.3805714      0.0822241      2.4757584     -0.2223600     -0.2182811      2.8375992      2.7137384      0.1488213      0.1359673      0.1409344
      0.0530887     44.7348228     13.9907909     14.4116246      2.0834129      0.9858044      1.3671593     -0.8086893      1.0923741      3.1094378      8.3584554      0.0822168      2.4598821     -0.2176870     -0.2148606      2.8380366      2.7168622      0.1473391      0.1344201      0.1391402
      0.0542712     45.7312765     14.0402339     14.4656534      2.0720085      0.9894665      1.3655178     -0.8082832      1.0931280      3.1023386      8.3364844      0.0822225      2.4452620     -0.2130148     -0.2116677      2.8382409      2.7201140      0.1458661      0.1329152      0.1373919
      0.0554643     46.7366025     14.0887267     14.5186799      2.0610180      0.9928608      1.3637826     -0.8078042      1.0938557      3.0938082      8.3146599      0.0822110      2.4320571     -0.2083717     -0.2087346      2.8382579      2.7235040      0.1444058      0.1314505      0.1356892
      0.0566681     47.7509958     14.1363359     14.5707750      2.0504149      0.9960200      1.3619509     -0.8072935      1.0945902      3.0862473      8.2929605      0.0822120      2.4205238     -0.2037664     -0.2060842      2.8380506      2.7270166      0.1429604      0.1300227      0.1340479
      0.0578830     48.7746532     14.1831282     14.6220100      2.0401781      0.9989411      1.3600340     -0.8067070      1.0952997      3.0774212      8.2713398      0.0821965      2.4107713     -0.1991873     -0.2037252      2.8375192      2.7306322      0.1415249      0.1286288      0.1324780
      0.0591090     49.8077732     14.2291679     14.6724537      2.0302916      1.0016547      1.3580324     -0.8060826      1.0960168      3.0695129      8.2497630      0.0821921      2.4027605     -0.1946224     -0.2016527      2.8365535      2.7343381      0.1400932      0.1272670      0.1309716
      0.0603465     50.8505564     14.2745146     14.7221702      2.0207463      1.0041603      1.3559527     -0.8053816      1.0967103      3.0604861      8.2282143      0.0821717      2.3963787     -0.1900456     -0.1998422      2.8351155      2.7381431      0.1386713      0.1259364      0.1295137
      0.0615957     51.9032050     14.3192235     14.7712187      2.0115300      1.0064853      1.3537847     -0.8046433      1.0974125      3.0523348      8.2067138      0.0821617      2.3915344     -0.1854393     -0.1982490      2.8332586      2.7420234      0.1372705      0.1246362      0.1280971
      0.0628569     52.9659232     14.3633458     14.8196540      2.0026323      1.0086295      1.3515284     -0.8038361      1.0980927      3.0431979      8.1853010      0.0821372      2.3881204     -0.1808007     -0.1968178      2.8310695      2.7459175      0.1358924      0.1233659      0.1267161
      0.0641303     54.0389173     14.4069273     14.8675255      1.9940430      1.0106160      1.3491758     -0.8030016      1.0987825      3.0348813      8.1640599      0.0821235      2.3859050     -0.1761572     -0.1955032      2.8286534      2.7497684      0.1345358      0.1221242      0.1253660
      0.0654161     55.1223953     14.4500069     14.9148751      1.9857565      1.0124451      1.3467344     -0.8021137      1.0994515      3.0256653      8.1431009      0.0820978      2.3845642     -0.1715535     -0.1942890      2.8261478      2.7535527      0.1332038      0.1209094      0.1240417
      0.0667146     56.2165676     14.4926169     14.9617371      1.9777665      1.0141365      1.3442081     -0.8012131      1.1001306      3.0171858      8.1225282      0.0820849      2.3838916     -0.1670498     -0.1931870      2.8236945      2.7573060      0.1319028      0.1197199      0.1227409
      0.0680260     57.3216464     14.5347859     15.0081425      1.9700670      1.0156892      1.3416166     -0.8002762      1.1007897      3.0078607      8.1023820      0.0820625      2.3838544     -0.1626891     -0.1922091      2.8213829      2.7610417      0.1306351      0.1185550      0.1214600
      0.0693507     58.4378460     14.5765419     15.0541210      1.9626477      1.0171176      1.3389737     -0.7993409      1.1014595      2.9991857      8.0826680      0.0820529      2.3844827     -0.1584925     -0.1913565      2.8192358      2.7646982      0.1293962      0.1174144      0.1201894
      0.0706888     59.5653830     14.6179118     15.0997017      1.9554952      1.0184185      1.3363068     -0.7983811      1.1021102      2.9897189      8.0633706      0.0820347      2.3857585     -0.1544557     -0.1906274      2.8172440      2.7682186      0.1281740      0.1162982      0.1189231
      0.0720406     60.7044762     14.6589199     15.1449108      1.9485855      1.0196030      1.3336344     -0.7974282      1.1027719      2.9808494      8.0444760      0.0820290      2.3874964     -0.1505818     -0.1900072      2.8153574      2.7715663      0.1269520      0.1152062      0.1176768
      0.0734064     61.8553466     14.6995854     15.1897687      1.9418927      1.0206691      1.3309794     -0.7964541      1.1034154      2.9712705      8.0259823      0.0820156      2.3894462     -0.1468831     -0.1894707      2.8134700      2.7747206      0.1257260      0.1141384      0.1164733
      0.0747864     63.0182174     14.7399238     15.2342918      1.9353924      1.0216271      1.3283446     -0.7954860      1.1040701      2.9622621      8.0079047      0.0820147      2.3914977     -0.1433808     -0.1890007      2.8114594      2.7776632      0.1245114      0.1130936      0.1153202
      0.0761809     64.1933143     14.7799497     15.2784960      1.9290662      1.0224770      1.3257350     -0.7944938      1.1047075      2.9526210      7.9902569      0.0820072      2.3938385     -0.1400902     -0.1886037      2.8092697      2.7804069      0.1233213      0.1120697      0.1142103
      0.0775903     65.3808652     14.8196823     15.3224018      1.9228965      1.0232288      1.3231430     -0.7934991      1.1053565      2.9435124      7.9730635      0.0820123      2.3966955     -0.1370147     -0.1883092      2.8069086      2.7830686      0.1221540      0.1110646      0.1131271
      0.0790146     66.5811006     14.8591415     15.3660308      1.9168695      1.0238842      1.3205669     -0.7924692      1.1059892      2.9338160      7.9563314      0.0820118      2.4001486     -0.1341358     -0.1881295      2.8044321      2.7857897      0.1210073      0.1100770      0.1120621
      0.0804543     67.7942532     14.8983477     15.4094051      1.9109697      1.0244537      1.3179887     -0.7914227      1.1066342      2.9246035      7.9400499      0.0820236      2.4041812     -0.1314447     -0.1880646      2.8018934      2.7886002      0.1198856      0.1091054      0.1110260
      0.0819096     69.0205584     14.9373188     15.4525440      1.9051875      1.0249403      1.3153919     -0.7903328      1.1072635      2.9148582      7.9241724      0.0820296      2.4086151     -0.1289308     -0.1881087      2.7992981      2.7914481      0.1187977      0.1081493      0.1100373
      0.0833808     70.2602543     14.9760680     15.4954620      1.8995239      1.0253518      1.3127501     -0.7892328      1.1079049      2.9055772      7.9086743      0.0820467      2.4130971     -0.1265797     -0.1882376      2.7966178      2.7943252      0.1177331      0.1072101      0.1090764
      0.0848682     71.5135812     15.0146022     15.5381664      1.8939910      1.0256899      1.3100454     -0.7881102      1.1085311      2.8958262      7.8935401      0.0820580      2.4173843     -0.1243709     -0.1884102      2.7938048      2.7972319      0.1166804      0.1062891      0.1081188
      0.0863720     72.7807823     15.0529271     15.5806629      1.8885974      1.0259606      1.3072519     -0.7869918      1.1091695      2.8865278      7.8787427      0.0820794      2.4214784     -0.1223001     -0.1885704      2.7908086      2.8000877      0.1156456      0.1053862      0.1071571
      0.0878926     74.0621034     15.0910476     15.6229569      1.8833432      1.0261668      1.3043655     -0.7858546      1.1097933      2.8768140      7.8642542      0.0820948      2.4253964     -0.1203631     -0.1886816      2.7876600      2.8027060      0.1146296      0.1045012      0.1061909
      0.0894303     75.3577933     15.1289691     15.6650540      1.8782149      1.0263143      1.3013919     -0.7847196      1.1104298      2.8675299      7.8500731      0.0821198      2.4290898     -0.1185636     -0.1887502      2.7844822      2.8049999      0.1136204      0.1036337      0.1052294
      0.0909853     76.6681032     15.1666956     15.7069584      1.8731956      1.0264072      1.2983540     -0.7835625      1.1110525      2.8578828      7.8361847      0.0821393      2.4326849     -0.1169192     -0.1887920      2.7813104      2.8070345      0.1126030      0.1027831      0.1042979
      0.0925579     77.9932873     15.2042358     15.7486794      1.8682721      1.0264517      1.2952640     -0.7824016      1.1116881      2.8486705      7.8225542      0.0821680      2.4364808     -0.1154588     -0.1887966      2.7780836      2.8088919      0.1115919      0.1019479      0.1034174
      0.0941486     79.3336027     15.2416021     15.7902307      1.8634481      1.0264523      1.2921437     -0.7812166      1.1123102      2.8391667      7.8091458      0.0821910      2.4408681     -0.1141925     -0.1887373      2.7748604      2.8106298      0.1106015      0.1011277      0.1025681
      0.0957574     80.6893096     15.2788137     15.8316334      1.8587321      1.0264133      1.2890024     -0.7800256      1.1129448      2.8300873      7.7959640      0.0822227      2.4462183     -0.1131064     -0.1886351      2.7717696      2.8122822      0.1096334      0.1003223      0.1017324
      0.0973849     82.0606708     15.3158923     15.8729114      1.8541268      1.0263378      1.2858480     -0.7788021      1.1135661      2.8207413      7.7830366      0.0822499      2.4526174     -0.1121687     -0.1885476      2.7688261      2.8139060      0.1086876      0.0995302      0.1009091
      0.0990312     83.4479525     15.3528582     15.9140871      1.8496245      1.0262274      1.2826769     -0.7775589      1.1141999      2.8117921      7.7703962      0.0822864      2.4597991     -0.1113549     -0.1885186      2.7658773      2.8155442      0.1077641      0.0987487      0.1000920
      0.1006968     84.8514237     15.3897234     15.9551737      1.8452174      1.0260851      1.2794918     -0.7762805      1.1148210      2.8026195      7.7580381      0.0823193      2.4669793     -0.1106577     -0.1885455      2.7627195      2.8171397      0.1068642      0.0979761      0.0992735
      0.1023819     86.2713569     15.4264872     15.9961704      1.8408993      1.0259116      1.2762808     -0.7749946      1.1154544      2.7938297      7.7459424      0.0823607      2.4734575     -0.1100904     -0.1886128      2.7593030      2.8186546      0.1059836      0.0972116      0.0984627
      0.1040868     87.7080274     15.4631440     16.0370708      1.8366712      1.0257102      1.2730351     -0.7736960      1.1160753      2.7848231      7.7340756      0.0823981      2.4794087     -0.1096668     -0.1887116      2.7557315      2.8200479      0.1051122      0.0964542      0.0976676
      0.1058120     89.1617139     15.4996974     16.0778786      1.8325334      1.0254798      1.2697412     -0.7724025      1.1167084      2.7761497      7.7224278      0.0824430      2.4857198     -0.1093658     -0.1888488      2.7521256      2.8213319      0.1042650      0.0957030      0.0968981
      0.1075577     90.6326986     15.5361621     16.1186104      1.8284765      1.0252224      1.2664082     -0.7710892      1.1173293      2.7672643      7.7109876      0.0824837      2.4928286     -0.1091152     -0.1890191      2.7486001      2.8225388      0.1034452      0.0949576      0.0961575
      0.1093242     92.1212668     15.5725518     16.1592812      1.8244809      1.0249335      1.2630462     -0.7697586      1.1179624      2.7586776      7.6997625      0.0825317      2.5002696     -0.1088590     -0.1892183      2.7451605      2.8236566      0.1026410      0.0942193      0.0954338
      0.1111120     93.6277072     15.6088719     16.1998970      1.8205340      1.0246145      1.2596753     -0.7683856      1.1185838      2.7498882      7.6887853      0.0825767      2.5076854     -0.1085983     -0.1894519      2.7417827      2.8247235      0.1018574      0.0934894      0.0947126
      0.1129213     95.1523122     15.6451274     16.2404633      1.8166365      1.0242601      1.2563187     -0.7669764      1.1192173      2.7413642      7.6780974      0.0826304      2.5152791     -0.1083826     -0.1897208      2.7385121      2.8257163      0.1010826      0.0927702      0.0939915
      0.1147525     96.6953775     15.6813263     16.2809890      1.8128021      1.0238720      1.2530059     -0.7655277      1.1198392      2.7326530      7.6677405      0.0826830      2.5231754     -0.1082591     -0.1900268      2.7353997      2.8265749      0.1002922      0.0920631      0.0932789
      0.1166060     98.2572026     15.7174744     16.3214806      1.8090505      1.0234444      1.2497374     -0.7640670      1.1204737      2.7241874      7.6577590      0.0827455      2.5309414     -0.1082397     -0.1904078      2.7323935      2.8272759      0.0994738      0.0913684      0.0925678
      0.1184821     99.8380903     15.7535692     16.3619350      1.8053970      1.0229804      1.2465016     -0.7625923      1.1210977      2.7155320      7.6481437      0.0828080      2.5380104     -0.1082917     -0.1908646      2.7293760      2.8278855      0.0986379      0.0906868      0.0918443
      0.1203812    101.4383475     15.7896031     16.4023441      1.8018374      1.0224773      1.2432865     -0.7611080      1.1217347      2.7070778      7.6388821      0.0828800      2.5443403     -0.1083881     -0.1913146      2.7262744      2.8283493      0.0978085      0.0900175      0.0911215
      0.1223036    103.0582845     15.8255718     16.4427027      1.7983546      1.0219426      1.2401102     -0.7595969      1.1223617      2.6984270      7.6299877      0.0829522      2.5503036     -0.1085572     -0.1917147      2.7230619      2.8286132      0.0970056      0.0893581      0.0904191
      0.1242498    104.6982157     15.8614748     16.4830103      1.7949322      1.0213735      1.2369972     -0.7580733      1.1230012      2.6899492      7.6213869      0.0830336      2.5559091     -0.1088623     -0.1920606      2.7198284      2.8287098      0.0962356      0.0887069      0.0897288
      0.1262201    106.3584592     15.8973090     16.5232635      1.7915571      1.0207748      1.2339772     -0.7565519      1.1236300      2.6812883      7.6129423      0.0831137      2.5610809     -0.1093577     -0.1923172      2.7167092      2.8285359      0.0954982      0.0880632      0.0890331
      0.1282149    108.0393371     15.9330756     16.5634633      1.7882062      1.0201384      1.2310720     -0.7550625      1.1242706      2.6727942      7.6046182      0.0832006      2.5664671     -0.1100403     -0.1924266      2.7136917      2.8279546      0.0947697      0.0874267      0.0883489
      0.1302345    109.7411755     15.9687885     16.6036256      1.7848534      1.0194671      1.2283073     -0.7536028      1.1249010      2.6641357      7.5964915      0.0832859      2.5732611     -0.1108639     -0.1923709      2.7106676      2.8269020      0.0940247      0.0867970      0.0877015
      0.1322794    111.4643046     16.0044752     16.6437811      1.7814911      1.0187545      1.2256850     -0.7521635      1.1255437      2.6556428      7.5885709      0.0833779      2.5818049     -0.1118043     -0.1921848      2.7075564      2.8254895      0.0932749      0.0861738      0.0870778
      0.1343500    113.2090588     16.0401563     16.6839529      1.7781353      1.0180078      1.2231851     -0.7507239      1.1261771      2.6470202      7.5807391      0.0834665      2.5910528     -0.1128851     -0.1918704      2.7043368      2.8238573      0.0925248      0.0855572      0.0864518
