 ***********************************
   FLAT-PLATE BOUNDARY LAYER MACH 2 
 ***********************************
 Skin friction        =   2.006164903830794E-003
 Friction Mach number =   9.507197652546089E-002
 ***********************************
 Reynolds numbers:
 ***********************************
 Retau    =   402.512430457859     
 Redelta  =   49221.3950369963     
 Retheta  =   3311.42464480604     
 Redelta2 =   1384.49003515550     
 ***********************************
 Shape factors:
 ***********************************
 dstar/delta99 =   0.321497167146356     
 theta/delta99 =   6.727612336702496E-002
 H             =    4.77877069985778     
 Hinc          =    1.42731738194413     
 ***********************************
 Wall-normal profiles:              
 ***********************************

      y/delta99          y+            u+             u_vd+         urms+          vrms+           wrms+          uv+      sqrt(rho/rho_w)     prms+          trms+         rhorms+     y+ du_vd+/dy+      S(u)            S(T)           F(u)           F(T)           omx+           omy+           omz+
      0.0411257     16.5536056     10.8096350     11.2189406      2.4672156      0.6111265      1.1494846     -0.6308725      1.1179021      2.8121567      7.3752582      0.1622993      4.4975001     -0.2579191     -0.3980779      2.3981958      2.5473054      0.1957654      0.2186313      0.2468990
      0.0430623     17.3331295     10.9914746     11.4226221      2.4375817      0.6320296      1.1575190     -0.6420232      1.1223309      2.8237173      7.4154557      0.1654705      4.3551324     -0.2847071     -0.3630305      2.4364528      2.5157596      0.1955290      0.2160465      0.2419457
      0.0450183     18.1204266     11.1608105     11.6130283      2.4066701      0.6519228      1.1645008     -0.6515374      1.1265257      2.8321600      7.4424909      0.1682487      4.2179619     -0.3088399     -0.3310429      2.4755594      2.4918419      0.1950791      0.2133222      0.2370207
      0.0469944     18.9158500     11.3188707     11.7914043      2.3749158      0.6708850      1.1705314     -0.6597068      1.1305386      2.8412534      7.4582664      0.1707549      4.0865264     -0.3304539     -0.3018322      2.5149648      2.4743470      0.1944579      0.2104923      0.2321525
      0.0489917     19.7197563     11.4667520     11.9588714      2.3426801      0.6888736      1.1756881     -0.6665787      1.1343479      2.8475735      7.4644406      0.1729449      3.9611352     -0.3496730     -0.2751392      2.5542255      2.4622517      0.1936946      0.2075854      0.2273664
      0.0510109     20.5325062     11.6054345     12.1164392      2.3102483      0.7059613      1.1800613     -0.6723939      1.1380046      2.8543501      7.4624756      0.1749251      3.8419714     -0.3666199     -0.2507251      2.5929909      2.4546588      0.1928009      0.2046255      0.2226812
      0.0530529     21.3544641     11.7357952     12.2650173      2.2778577      0.7221223      1.1837261     -0.6771842      1.1414868      2.8586635      7.4536402      0.1766496      3.7291357     -0.3814204     -0.2283704      2.6309676      2.4507330      0.1917881      0.2016327      0.2181055
      0.0551188     22.1859986     11.8586195     12.4054257      2.2456978      0.7374228      1.1867640     -0.6811472      1.1448431      2.8632482      7.4390367      0.1782100      3.6225152     -0.3942064     -0.2078856      2.6679146      2.4497615      0.1906683      0.1986244      0.2136279
      0.0572094     23.0274827     11.9746049     12.5383968      2.2139279      0.7518503      1.1892481     -0.6843061      1.1480508      2.8656271      7.4196004      0.1795649      3.5218291     -0.4051122     -0.1891083      2.7035951      2.4511235      0.1894456      0.1956146      0.2092409
      0.0593256     23.8792936     12.0843719     12.6645853      2.1826727      0.7654694      1.1912544     -0.6868188      1.1511555      2.8681626      7.3961374      0.1807959      3.4267700     -0.4142640     -0.1718995      2.7377824      2.4542494      0.1881221      0.1926147      0.2049403
      0.0614684     24.7418134     12.1884737     12.7845776      2.1520332      0.7782828      1.1928468     -0.6886892      1.1541338      2.8687473      7.3693242      0.1818636      3.3371891     -0.4217654     -0.1561439      2.7702546      2.4587246      0.1867130      0.1896349      0.2007295
      0.0636389     25.6154290     12.2874119     12.8989088      2.1220785      0.7903541      1.1940841     -0.6900362      1.1570284      2.8694248      7.3397267      0.1828398      3.2530563     -0.4276944     -0.1417367      2.8008091      2.4642837      0.1852365      0.1866844      0.1966186
      0.0658378     26.5005320     12.3816418     13.0080668      2.0928551      0.8016929      1.1950170     -0.6908567      1.1598161      2.8683866      7.3078243      0.1836888      3.1743118     -0.4321135     -0.1285991      2.8293106      2.4708557      0.1837016      0.1837704      0.1926389
      0.0680663     27.3975195     12.4715788     13.1124996      2.0643905      0.8123543      1.1956876     -0.6912536      1.1625371      2.8674028      7.2740159      0.1844750      3.1008746     -0.4351028     -0.1166607      2.8557412      2.4785163      0.1821110      0.1808989      0.1888158
      0.0703253     28.3067936     12.5576008     13.2126165      2.0367091      0.8223465      1.1961238     -0.6912262      1.1651681      2.8649032      7.2385871      0.1851619      3.0326287     -0.4367671     -0.1058060      2.8801470      2.4872796      0.1804755      0.1780750      0.1851458
      0.0726158     29.2287622     12.6400530     13.3087934      2.0098304      0.8317152      1.1963404     -0.6908680      1.1677466      2.8624470      7.2017709      0.1858008      2.9694178     -0.4372331     -0.0958791      2.9025506      2.4970036      0.1788046      0.1753024      0.1816194
      0.0749389     30.1638387     12.7192474     13.4013715      1.9837720      0.8404690      1.1963464     -0.6901870      1.1702496      2.8586813      7.1638244      0.1863562      2.9108879     -0.4366288     -0.0867379      2.9229484      2.5074816      0.1771138      0.1725830      0.1782268
      0.0772956     31.1124424     12.7954616     13.4906550      1.9585468      0.8486487      1.1961483     -0.6892713      1.1727126      2.8549730      7.1250663      0.1868780      2.8565376     -0.4350886     -0.0782941      2.9413802      2.5185324      0.1754209      0.1699178      0.1749475
      0.0796870     32.0749989     12.8689408     13.5769132      1.9341670      0.8562639      1.1957617     -0.6881224      1.1751135      2.8501340      7.0858141      0.1873390      2.8059526     -0.4327396     -0.0705059      2.9578787      2.5299702      0.1737072      0.1673109      0.1717526
      0.0821141     33.0519397     12.9399077     13.6603916      1.9106342      0.8633537      1.1951975     -0.6867981      1.1774857      2.8453652      7.0463205      0.1877836      2.7592071     -0.4296761     -0.0633299      2.9724545      2.5415675      0.1719578      0.1647664      0.1686411
      0.0845780     34.0437029     13.0085785     13.7413301      1.8879368      0.8699325      1.1944616     -0.6852764      1.1798070      2.8395942      7.0067479      0.1881800      2.7167776     -0.4259815     -0.0566967      2.9851600      2.5530008      0.1701851      0.1622863      0.1656509
      0.0870799     35.0507334     13.0751676     13.8199691      1.8660574      0.8760369      1.1935474     -0.6835939      1.1821085      2.8339022      6.9672236      0.1885646      2.6791970     -0.4217398     -0.0505834      2.9960755      2.5641312      0.1683953      0.1598717      0.1627927
      0.0896208     36.0734827     13.1398869     13.8965474      1.8449754      0.8816777      1.1924445     -0.6817301      1.1843688      2.8273064      6.9278040      0.1889104      2.6465810     -0.4169865     -0.0449755      3.0052697      2.5750073      0.1666103      0.1575229      0.1600484
      0.0922019     37.1124095     13.2029325     13.9712875      1.8246578      0.8868818      1.1911437     -0.6797226      1.1866166      2.8207502      6.8885060      0.1892505      2.6187870     -0.4117021     -0.0398243      3.0128166      2.5856618      0.1648420      0.1552386      0.1574275
      0.0948244     38.1679798     13.2644878     14.0443982      1.8050637      0.8916547      1.1896570     -0.6775598      1.1888310      2.8133441      6.8493971      0.1895607      2.5956074     -0.4058515     -0.0350825      3.0187188      2.5961230      0.1630762      0.1530164      0.1549464
      0.0974893     39.2406668     13.3247178     14.1160680      1.7861583      0.8960175      1.1879958     -0.6752845      1.1910387      2.8060063      6.8106245      0.1898733      2.5766294     -0.3994240     -0.0307422      3.0229552      2.6064345      0.1613339      0.1508542      0.1526058
      0.1001980     40.3309517     13.3837687     14.1864643      1.7679277      0.8999710      1.1861755     -0.6728955      1.1932184      2.7979251      6.7723311      0.1901699      2.5612149     -0.3924913     -0.0268395      3.0257421      2.6167542      0.1595965      0.1487525      0.1503659
      0.1029517     41.4393234     13.4417631     14.2557273      1.7503760      0.9035311      1.1841988     -0.6704282      1.1953942      2.7899242      6.7345976      0.1904792      2.5488519     -0.3852298     -0.0233708      3.0275134      2.6271177      0.1578468      0.1467108      0.1481946
      0.1057515     42.5662790     13.4988097     14.3239818      1.7335267      0.9067027      1.1820663     -0.6678787      1.1975447      2.7812540      6.6974570      0.1907769      2.5389881     -0.3778636     -0.0202565      3.0285857      2.6373437      0.1561157      0.1447261      0.1460795
      0.1085987     43.7123238     13.5549951     14.3913268      1.7174136      0.9095068      1.1797870     -0.6652814      1.1996924      2.7727160      6.6609066      0.1910837      2.5309741     -0.3705529     -0.0173974      3.0289492      2.6471933      0.1544157      0.1427971      0.1439849
      0.1114946     44.8779718     13.6103940     14.4578472      1.7020526      0.9119519      1.1774001     -0.6626283      1.2018175      2.7635545      6.6248756      0.1913774      2.5245843     -0.3633507     -0.0147237      3.0283728      2.6566434      0.1526904      0.1409243      0.1419192
      0.1144406     46.0637458     13.6650764     14.5236236      1.6874299      0.9140605      1.1749273     -0.6599359      1.2039419      2.7545072      6.5892660      0.1916763      2.5202016     -0.3562239     -0.0121775      3.0266436      2.6656717      0.1508991      0.1391059      0.1399219
      0.1174378     47.2701776     13.7191222     14.5887484      1.6735189      0.9158433      1.1723510     -0.6571893      1.2060476      2.7448655      6.5540303      0.1919611      2.5181688     -0.3491104     -0.0097471      3.0236733      2.6743128      0.1490765      0.1373382      0.1379945
      0.1204877     48.4978081     13.7726057     14.6533086      1.6602825      0.9173200      1.1696238     -0.6544022      1.2081566      2.7353581      6.5191902      0.1922523      2.5182759     -0.3419260     -0.0074315      3.0195112      2.6825043      0.1472819      0.1356169      0.1361228
      0.1235917     49.7471879     13.8255929     14.7173809      1.6476657      0.9184964      1.1667171     -0.6515621      1.2102524      2.7252722      6.4847843      0.1925378      2.5199292     -0.3346091     -0.0052431      3.0141071      2.6903261      0.1455195      0.1339399      0.1343056
      0.1267511     51.0188773     13.8781339     14.7810240      1.6355965      0.9193906      1.1636041     -0.6486809      1.2123577      2.7153088      6.4508480      0.1928392      2.5231162     -0.3271664     -0.0032042      3.0075152      2.6978939      0.1437880      0.1323095      0.1325407
      0.1299673     52.3134466     13.9302868     14.8443068      1.6240014      0.9200138      1.1602664     -0.6457440      1.2144580      2.7047831      6.4174705      0.1931447      2.5281051     -0.3197280     -0.0013412      3.0001337      2.7051636      0.1420999      0.1307241      0.1308596
      0.1332418     53.6314764     13.9821021     14.9072891      1.6128229      0.9203899      1.1566987     -0.6427645      1.2165737      2.6944539      6.3847837      0.1934752      2.5344432     -0.3124848      0.0003113      2.9924466      2.7121880      0.1404763      0.1291779      0.1292535
      0.1365760     54.9735577     14.0336175     14.9700158      1.6020151      0.9205335      1.1529393     -0.6397356      1.2186881      2.6836608      6.3528583      0.1938198      2.5412936     -0.3055761      0.0018050      2.9846394      2.7190777      0.1388921      0.1276729      0.1276729
      0.1399716     56.3402925     14.0848545     15.0325124      1.5915318      0.9204656      1.1490430     -0.6366703      1.2208165      2.6731589      6.3216598      0.1941880      2.5487261     -0.2990692      0.0032449      2.9766582      2.7255975      0.1372800      0.1262126      0.1261469
      0.1434298     57.7322936     14.1358545     15.0948282      1.5813430      0.9202019      1.1450556     -0.6335478      1.2229406      2.6622586      6.2909957      0.1945608      2.5581498     -0.2930058      0.0046691      2.9686339      2.7315331      0.1356853      0.1247937      0.1246721
      0.1469524     59.1501854     14.1866869     15.1570475      1.5714235      0.9197694      1.1410064     -0.6303595      1.2250769      2.6517346      6.2606545      0.1949478      2.5714822     -0.2873600      0.0059430      2.9608983      2.7369865      0.1341450      0.1234102      0.1232454
      0.1505409     60.5946036     14.2374518     15.2192925      1.5617382      0.9191835      1.1369174     -0.6270814      1.2272121      2.6408872      6.2305296      0.1953439      2.5890101     -0.2820757      0.0068814      2.9535073      2.7427468      0.1326236      0.1220611      0.1218795
      0.1541970     62.0661960     14.2882257     15.2816574      1.5522412      0.9184557      1.1327695     -0.6237108      1.2293640      2.6304834      6.2006140      0.1957651      2.6094924     -0.2770948      0.0074677      2.9461427      2.7492965      0.1311019      0.1207470      0.1205972
      0.1579221     63.5656226     14.3390640     15.3442111      1.5429054      0.9175838      1.1285182     -0.6202406      1.2315189      2.6197680      6.1710118      0.1962025      2.6314596     -0.2724038      0.0078262      2.9385820      2.7562150      0.1296211      0.1194614      0.1194067
      0.1617181     65.0935559     14.3899873     15.4069794      1.5337530      0.9165620      1.1241283     -0.6166867      1.2336911      2.6094837      6.1417339      0.1966619      2.6537829     -0.2680169      0.0081279      2.9308947      2.7628144      0.1282165      0.1181968      0.1182253
      0.1655866     66.6506809     14.4410074     15.4699779      1.5248035      0.9153769      1.1196326     -0.6130352      1.2358670      2.5988110      6.1126216      0.1971225      2.6760211     -0.2639868      0.0085210      2.9233256      2.7687847      0.1268465      0.1169511      0.1170137
      0.1695294     68.2376961     14.4921222     15.5332051      1.5160276      0.9140217      1.1150912     -0.6092767      1.2380640      2.5884384      6.0835708      0.1975864      2.6976630     -0.2602825      0.0090340      2.9159193      2.7741003      0.1255094      0.1157236      0.1158088
      0.1735482     69.8553132     14.5433220     15.5966503      1.5073920      0.9124837      1.1105862     -0.6054248      1.2402736      2.5774692      6.0545980      0.1980474      2.7179149     -0.2569240      0.0095997      2.9088549      2.7789836      0.1242244      0.1145106      0.1146375
      0.1776448     71.5042576     14.5945794     15.6602809      1.4988996      0.9107469      1.1061922     -0.6014884      1.2425125      2.5665023      6.0257658      0.1985242      2.7366489     -0.2538641      0.0100752      2.9021366      2.7838000      0.1229290      0.1133122      0.1134735
      0.1818211     73.1852687     14.6458774     15.7240772      1.4905746      0.9088125      1.1019227     -0.5974637      1.2447694      2.5546645      5.9971843      0.1990164      2.7538175     -0.2509644      0.0104479      2.8958885      2.7886118      0.1215892      0.1121319      0.1122637
      0.1860790     74.8991005     14.6971950     15.7880145      1.4824276      0.9067051      1.0977400     -0.5933276      1.2470576      2.5426949      5.9689238      0.1995343      2.7708252     -0.2482187      0.0106356      2.8905184      2.7934332      0.1202391      0.1109752      0.1110366
      0.1904203     76.6465215     14.7485704     15.8521419      1.4744475      0.9044588      1.0936210     -0.5890461      1.2493654      2.5298603      5.9408742      0.2000615      2.7911700     -0.2456671      0.0107461      2.8856176      2.7980982      0.1189103      0.1098388      0.1098485
      0.1948469     78.4283153     14.8000895     15.9165684      1.4666005      0.9020993      1.0895175     -0.5845844      1.2517072      2.5169875      5.9130183      0.2005974      2.8168390     -0.2433537      0.0110482      2.8806859      2.8021433      0.1176257      0.1087159      0.1087139
      0.1993610     80.2452812     14.8518503     15.9814189      1.4588336      0.8996461      1.0853507     -0.5799488      1.2540726      2.5034880      5.8856435      0.2011525      2.8465671     -0.2414224      0.0115226      2.8756473      2.8056772      0.1164055      0.1076043      0.1076565
      0.2039645     82.0982337     14.9038999     16.0467553      1.4511378      0.8970965      1.0810409     -0.5752019      1.2564713      2.4902980      5.8591020      0.2017506      2.8776936     -0.2400516      0.0121203      2.8712269      2.8091341      0.1152560      0.1065047      0.1067139
      0.2086594     83.9880041     14.9562450     16.1125888      1.4436053      0.8944349      1.0765526     -0.5704223      1.2588914      2.4768655      5.8338624      0.2023996      2.9073425     -0.2392856      0.0128271      2.8680461      2.8122842      0.1141644      0.1054170      0.1057840
      0.2134479     85.9154396     15.0088361     16.1788597      1.4363524      0.8916338      1.0718901     -0.5656221      1.2613415      2.4639486      5.8098518      0.2030894      2.9337553     -0.2388190      0.0137896      2.8659089      2.8144254      0.1130912      0.1043450      0.1047494
      0.2183322     87.8814048     15.0616205     16.2455040      1.4294138      0.8886851      1.0671158     -0.5607798      1.2638109      2.4508017      5.7867362      0.2038129      2.9570176     -0.2382372      0.0148842      2.8641942      2.8154445      0.1119916      0.1032929      0.1036007
      0.2233143     89.8867812     15.1145406     16.3124514      1.4227116      0.8855857      1.0623342     -0.5558777      1.2663162      2.4380030      5.7642294      0.2045814      2.9766804     -0.2374160      0.0159112      2.8626200      2.8160711      0.1108472      0.1022593      0.1024177
      0.2283966     91.9324683     15.1675449     16.3796388      1.4160919      0.8823422      1.0576599     -0.5509459      1.2688541      2.4249140      5.7419986      0.2053871      2.9947416     -0.2366420      0.0167579      2.8618440      2.8167871      0.1096906      0.1012404      0.1012356
      0.2335813     94.0193833     15.2206498     16.4470898      1.4093364      0.8789730      1.0531450     -0.5459351      1.2714393      2.4121122      5.7199879      0.2062373      3.0162189     -0.2360423      0.0173139      2.8623770      2.8180394      0.1085247      0.1002385      0.1000912
      0.2388708     96.1484622     15.2739531     16.5149316      1.4022428      0.8755184      1.0487461     -0.5407813      1.2740601      2.3991029      5.6981609      0.2071282      3.0441779     -0.2354179      0.0174589      2.8638920      2.8194077      0.1074211      0.0992504      0.0989770
      0.2442674     98.3206599     15.3275739     16.5833190      1.3946644      0.8720161      1.0444611     -0.5354031      1.2767219      2.3864217      5.6761136      0.2080437      3.0793987     -0.2347425      0.0174534      2.8654319      2.8207152      0.1063933      0.0982685      0.0979809
      0.2497735    100.5369504     15.3816329     16.6524101      1.3866885      0.8684939      1.0403569     -0.5298755      1.2794119      2.3738017      5.6535672      0.2089494      3.1201259     -0.2343117      0.0179513      2.8664050      2.8219223      0.1053065      0.0972907      0.0970658
      0.2553917    102.7983276     15.4361876     16.7222825      1.3785293      0.8649610      1.0362841     -0.5242397      1.2821413      2.3614662      5.6304579      0.2098433      3.1621883     -0.2344305      0.0191599      2.8667596      2.8222664      0.1042111      0.0963211      0.0961457
      0.2611244    105.1058058     15.4912434     16.7929479      1.3703116      0.8614246      1.0319977     -0.5185343      1.2849069      2.3492410      5.6070355      0.2107328      3.2048033     -0.2348928      0.0209599      2.8665914      2.8217785      0.1031601      0.0953601      0.0952356
      0.2669742    107.4604197     15.5468312     16.8644514      1.3619798      0.8578571      1.0274327     -0.5126738      1.2877280      2.3371074      5.5834567      0.2116326      3.2509073     -0.2356390      0.0233005      2.8663576      2.8200537      0.1021479      0.0943946      0.0943959
      0.2729437    109.8632252     15.6030277     16.9368980      1.3535148      0.8542168      1.0226667     -0.5067193      1.2906029      2.3249425      5.5603347      0.2125799      3.3022408     -0.2372007      0.0254051      2.8682534      2.8181277      0.1011045      0.0934226      0.0935387
      0.2790356    112.3153000     15.6598943     17.0103737      1.3448899      0.8504470      1.0177711     -0.5007003      1.2935364      2.3125267      5.5378975      0.2135808      3.3544330     -0.2398361      0.0275149      2.8728538      2.8158892      0.1000975      0.0924497      0.0926203
      0.2852527    114.8177436     15.7173774     17.0848156      1.3361464      0.8465127      1.0129111     -0.4947096      1.2965098      2.2999124      5.5157327      0.2145906      3.4005390     -0.2436413      0.0299234      2.8796760      2.8129260      0.0990988      0.0914719      0.0916451
      0.2915976    117.3716784     15.7753515     17.1600670      1.3273600      0.8424095      1.0082308     -0.4886987      1.2995251      2.2867877      5.4930470      0.2155929      3.4396341     -0.2485677      0.0326633      2.8879789      2.8084790      0.0980396      0.0904892      0.0906652
      0.2980734    119.9782496     15.8337494     17.2360458      1.3185461      0.8381531      1.0035860     -0.4826757      1.3025817      2.2737183      5.4702728      0.2165947      3.4802646     -0.2542722      0.0357063      2.8973776      2.8037147      0.0970226      0.0895015      0.0897438
      0.3046828    122.6386263     15.8926523     17.3128636      1.3095501      0.8337610      0.9987730     -0.4765574      1.3057065      2.2602978      5.4477715      0.2176525      3.5246442     -0.2605203      0.0388046      2.9076079      2.7993835      0.0960599      0.0885206      0.0888243
      0.3114289    125.3540014     15.9520714     17.3905426      1.3003688      0.8292376      0.9936741     -0.4703830      1.3089053      2.2473361      5.4258983      0.2187953      3.5698618     -0.2674733      0.0416227      2.9176329      2.7950312      0.0951331      0.0875684      0.0878824
      0.3183146    128.1255928     16.0120522     17.4691504      1.2910093      0.8246264      0.9882944     -0.4641237      1.3121940      2.2341533      5.4043726      0.2200315      3.6203306     -0.2747682      0.0444431      2.9254674      2.7907235      0.0942177      0.0866455      0.0869816
      0.3253431    130.9546432     16.0727133     17.5488516      1.2815483      0.8199630      0.9826057     -0.4578474      1.3155577      2.2217382      5.3824649      0.2212946      3.6801634     -0.2820258      0.0479802      2.9316199      2.7858940      0.0932758      0.0857539      0.0861089
      0.3325175    133.8424216     16.1341934     17.6298380      1.2721514      0.8152961      0.9765246     -0.4515357      1.3189976      2.2089552      5.3603987      0.2226032      3.7457732     -0.2893729      0.0521072      2.9361412      2.7803475      0.0923306      0.0848846      0.0851889
      0.3398410    136.7902229     16.1964960     17.7121238      1.2628999      0.8106670      0.9700058     -0.4451578      1.3224913      2.1965311      5.3388236      0.2239718      3.8067920     -0.2969063      0.0568183      2.9386312      2.7744807      0.0913950      0.0840135      0.0842545
      0.3473169    139.7993691     16.2594749     17.7955246      1.2536973      0.8060965      0.9631104     -0.4387426      1.3260393      2.1830225      5.3164020      0.2253589      3.8566110     -0.3046562      0.0618361      2.9397990      2.7688420      0.0904155      0.0831239      0.0833499
      0.3549486    142.8712097     16.3229514     17.8798109      1.2443702      0.8015492      0.9557716     -0.4324226      1.3296302      2.1690829      5.2933270      0.2267375      3.8989914     -0.3121747      0.0675612      2.9395552      2.7650512      0.0894949      0.0822167      0.0824858
      0.3627394    146.0071222     16.3868331     17.9648664      1.2348564      0.7969397      0.9482695     -0.4262374      1.3332775      2.1533284      5.2700712      0.2281210      3.9334719     -0.3196124      0.0734812      2.9388282      2.7613797      0.0886032      0.0813114      0.0816069
      0.3706929    149.2085131     16.4509360     18.0504522      1.2252360      0.7922286      0.9408875     -0.4200604      1.3369839      2.1369957      5.2473336      0.2295484      3.9576384     -0.3269495      0.0797724      2.9384309      2.7579680      0.0876839      0.0804108      0.0806726
