 ***********************************
   FLAT-PLATE BOUNDARY LAYER MACH 2 
 ***********************************
 Skin friction        =   2.761065324902581E-003
 Friction Mach number =   7.436891936483291E-002
 ***********************************
 Reynolds numbers:
 ***********************************
 Retau    =   447.765635649893     
 Redelta  =   24791.8559707960     
 Retheta  =   2081.61280846502     
 Redelta2 =   1327.44937901316     
 ***********************************
 Shape factors:
 ***********************************
 dstar/delta99 =   0.251322274401974     
 theta/delta99 =   8.396357299417564E-002
 H             =    2.99322986671146     
 Hinc          =    1.42525787159296     
 ***********************************
 Wall-normal profiles:              
 ***********************************

      y/delta99          y+            u+             u_vd+         urms+          vrms+           wrms+          uv+      sqrt(rho/rho_w)     prms+          trms+         rhorms+     y+ du_vd+/dy+      S(u)            S(T)           F(u)           F(T)           omx+           omy+           omz+
      0.0339083     15.1829650     10.5254433     10.7367426      2.6284753      0.5805250      1.1998450     -0.6443165      1.0610064      2.8406176      7.6384623      0.0811587      4.7913606     -0.1424032     -0.5546528      2.3449187      2.7681337      0.1893947      0.2116245      0.2520232
      0.0357116     15.9904354     10.7555074     10.9811682      2.6085065      0.6054372      1.2129655     -0.6629343      1.0638418      2.8521821      7.7511440      0.0832027      4.6420597     -0.1728739     -0.5151101      2.3724681      2.7138639      0.1897135      0.2098767      0.2470658
      0.0375310     16.8050769     10.9686396     11.2081957      2.5855320      0.6294117      1.2246251     -0.6794664      1.0665498      2.8684157      7.8432765      0.0850688      4.4951962     -0.2000620     -0.4792264      2.4021370      2.6705877      0.1897558      0.2078664      0.2420876
      0.0393671     17.6272548     11.1665203     11.4194982      2.5602668      0.6522345      1.2349056     -0.6938656      1.0691052      2.8778599      7.9174444      0.0866724      4.3521461     -0.2242431     -0.4466115      2.4331698      2.6362411      0.1895598      0.2056429      0.2371400
      0.0412210     18.4573378     11.3506547     11.6165823      2.5332716      0.6741210      1.2439418     -0.7066267      1.0715496      2.8910980      7.9759693      0.0881354      4.2138101     -0.2456739     -0.4169068      2.4649676      2.6091482      0.1891699      0.2032473      0.2322566
      0.0430933     19.2956981     11.5223890     11.8008024      2.5050277      0.6949039      1.2518326     -0.7176920      1.0738583      2.8982597      8.0208759      0.0893800      4.0807757     -0.2646136     -0.3897817      2.4970416      2.5879282      0.1886092      0.2007161      0.2274556
      0.0449849     20.1427118     11.6829242     11.9733722      2.4759171      0.7147747      1.2587147     -0.7274822      1.0760733      2.9085090      8.0539521      0.0905148      3.9534185     -0.2812971     -0.3649195      2.5290212      2.5714064      0.1878963      0.1980806      0.2227429
      0.0468968     20.9987587     11.8333344     12.1353822      2.4462743      0.7336023      1.2646950     -0.7359224      1.0781692      2.9133838      8.0767454      0.0914683      3.8320186     -0.2959410     -0.3420279      2.5605876      2.5585967      0.1870438      0.1953685      0.2181215
      0.0488296     21.8642227     11.9745824     12.2878139      2.4163651      0.7515562      1.2698918     -0.7433610      1.0801875      2.9208015      8.0906243      0.0923369      3.7167664     -0.3087129     -0.3208521      2.5914440      2.5486660      0.1860709      0.1926029      0.2135910
      0.0507844     22.7394919     12.1075335     12.4315533      2.3864200      0.7685319      1.2743997     -0.7497168      1.0821023      2.9234990      8.0967893      0.0930557      3.6078079     -0.3197359     -0.3012008      2.6213057      2.5409867      0.1849860      0.1898041      0.2091475
      0.0527619     23.6249588     12.2329675     12.5674019      2.3566095      0.7846778      1.2783132     -0.7552817      1.0839540      2.9282878      8.0963193      0.0937106      3.5051610     -0.3290893     -0.2829549      2.6499452      2.5351765      0.1837904      0.1869884      0.2047833
      0.0547631     24.5210206     12.3515859     12.6960834      2.3270691      0.7999098      1.2817091     -0.7599705      1.0857163      2.9289439      8.0901490      0.0942438      3.4088444     -0.3368421     -0.2660562      2.6772371      2.5310723      0.1824768      0.1841697      0.2005158
      0.0567888     25.4280791     12.4640257     12.8182573      2.2978887      0.8143592      1.2846483     -0.7640202      1.0874284      2.9313485      8.0790759      0.0947311      3.3188616     -0.3430803     -0.2504652      2.7031592      2.5286342      0.1810438      0.1813581      0.1963752
      0.0588400     26.3465411     12.5708631     12.9345227      2.2691452      0.8279593      1.2871687     -0.7673427      1.0890636      2.9301763      8.0637556      0.0951196      3.2351963     -0.3479235     -0.2361161      2.7277079      2.5278169      0.1795048      0.1785610      0.1923820
      0.0609176     27.2768184     12.6726235     13.0454275      2.2408988      0.8408268      1.2892830     -0.7701353      1.0906598      2.9304977      8.0447729      0.0954749      3.1576696     -0.3515078     -0.2229111      2.7508319      2.5284883      0.1778992      0.1757830      0.1885308
      0.0630225     28.2193282     12.7697772     13.1514634      2.2132146      0.8529074      1.2910005     -0.7723212      1.0921897      2.9277282      8.0226828      0.0957491      3.0859710     -0.3539557     -0.2107477      2.7724634      2.5304464      0.1762624      0.1730296      0.1848047
      0.0651557     29.1744933     12.8627485     13.2530754      2.1861500      0.8643027      1.2923297     -0.7740762      1.0936903      2.9262291      7.9980279      0.0960008      3.0197634     -0.3553618     -0.1995472      2.7925673      2.5334544      0.1746114      0.1703075      0.1811875
      0.0673181     30.1427420     12.9519154     13.3506607      2.1597616      0.8749684      1.2932993     -0.7753399      1.0951338      2.9220385      7.9712860      0.0961875      2.9586561     -0.3557915     -0.1892621      2.8111431      2.5373360      0.1729491      0.1676230      0.1776770
      0.0695107     31.1245085     13.0376180     13.4445776      2.1340927      0.8849950      1.2939357     -0.7762697      1.0965558      2.9189161      7.9428526      0.0963609      2.9023207     -0.3553056     -0.1798399      2.8282002      2.5419931      0.1712784      0.1649805      0.1742746
      0.0717345     32.1202331     13.1201618     13.5351480      2.1091821      0.8943473      1.2942825     -0.7768161      1.0979285      2.9134216      7.9130596      0.0964823      2.8505034     -0.3539538     -0.1712150      2.8437565      2.5473368      0.1695770      0.1623842      0.1709642
      0.0739904     33.1303623     13.1998252     13.6226669      2.0850460      0.9031068      1.2943685     -0.7771160      1.0992865      2.9087947      7.8822097      0.0965967      2.8029948     -0.3517765     -0.1633361      2.8578582      2.5532765      0.1678223      0.1598391      0.1677491
      0.0762795     34.1553491     13.2768599     13.7074008      2.0616853      0.9112474      1.2942231     -0.7771228      1.1006019      2.9020383      7.8505436      0.0966689      2.7595079     -0.3488155     -0.1561613      2.8706467      2.5597331      0.1660156      0.1573497      0.1646545
      0.0786028     35.1956532     13.3514929     13.7895907      2.0390880      0.9188454      1.2938458     -0.7769516      1.1019079      2.8959842      7.8182445      0.0967385      2.7196642     -0.3451551     -0.1496544      2.8822941      2.5666040      0.1641821      0.1549186      0.1616859
      0.0809614     36.2517412     13.4239231     13.8694481      2.0172489      0.9258855      1.2932424     -0.7765590      1.1031766      2.8880523      7.7854465      0.0967740      2.6828992     -0.3408955     -0.1437615      2.8928034      2.5737625      0.1623519      0.1525474      0.1588051
      0.0833563     37.3240866     13.4943211     13.9471539      1.9961625      0.9324407      1.2924134     -0.7760460      1.1044395      2.8807435      7.7522837      0.0968102      2.6485543     -0.3361077     -0.1383858      2.9019383      2.5810021      0.1605426      0.1502359      0.1559731
      0.0857886     38.4131703     13.5628298     14.0228597      1.9758257      0.9385033      1.2913912     -0.7753740      1.1056688      2.8718108      7.7189161      0.0968185      2.6160137     -0.3308117     -0.1334163      2.9094911      2.5880388      0.1587468      0.1479845      0.1531651
      0.0882593     39.5194808     13.6295724     14.0966959      1.9562251      0.9441394      1.2901948     -0.7746217      1.1068955      2.8634555      7.6855252      0.0968307      2.5851836     -0.3250249     -0.1288037      2.9154562      2.5946381      0.1569573      0.1457950      0.1503837
      0.0907696     40.6435142     13.6946720     14.1687933      1.9373389      0.9493444      1.2888428     -0.7737361      1.1080920      2.8537130      7.6522614      0.0968225      2.5566751     -0.3187830     -0.1245836      2.9199121      2.6007957      0.1551691      0.1436685      0.1476823
      0.0933206     41.7857746     13.7582644     14.2392976      1.9191394      0.9541753      1.2873126     -0.7727700      1.1092888      2.8445424      7.6192161      0.0968222      2.5313911     -0.3121642     -0.1208031      2.9228837      2.6066413      0.1533755      0.1416023      0.1451279
      0.0959135     42.9467742     13.8204981     14.3083692      1.9016127      0.9586260      1.2855699     -0.7716616      1.1104594      2.8342163      7.5864342      0.0968067      2.5099072     -0.3052541     -0.1174433      2.9244243      2.6123140      0.1515831      0.1395928      0.1427461
      0.0985494     44.1270337     13.8815205     14.3761680      1.8847587      0.9627422      1.2835622     -0.7704448      1.1116339      2.8244701      7.5539969      0.0968011      2.4922459     -0.2981537     -0.1144481      2.9247841      2.6178628      0.1498149      0.1376371      0.1405010
      0.1012295     45.3270824     13.9414676     14.4428417      1.8685824      0.9665134      1.2812840     -0.7690577      1.1127860      2.8137641      7.5220090      0.0967853      2.4779023     -0.2909611     -0.1118168      2.9242200      2.6232455      0.1480687      0.1357345      0.1383310
      0.1039550     46.5474585     14.0004541     14.5085152      1.8530590      0.9699740      1.2787546     -0.7675240      1.1139446      2.8036095      7.4904734      0.0967817      2.4664081     -0.2837336     -0.1096212      2.9227817      2.6285563      0.1463268      0.1338867      0.1362122
      0.1067271     47.7887092     14.0585858     14.5733038      1.8381250      0.9731122      1.2760281     -0.7657804      1.1150832      2.7925820      7.4592246      0.0967687      2.4577727     -0.2764540     -0.1078779      2.9205367      2.6340694      0.1445843      0.1320956      0.1341725
      0.1095470     49.0513912     14.1159651     14.6373194      1.8236917      0.9759564      1.2731491     -0.7638570      1.1162298      2.7819829      7.4280833      0.0967630      2.4520358     -0.2691586     -0.1064804      2.9177844      2.6399601      0.1428461      0.1303590      0.1322575
      0.1124161     50.3360708     14.1726884     14.7006676      1.8096928      0.9784965      1.2701776     -0.7617265      1.1173588      2.7705126      7.3970436      0.0967451      2.4489205     -0.2619661     -0.1052906      2.9147829      2.6461713      0.1411191      0.1286733      0.1304711
      0.1153356     51.6433241     14.2288378     14.7634387      1.7960989      0.9807586      1.2671526     -0.7594434      1.1184982      2.7593525      7.3662285      0.0967336      2.4479349     -0.2549489     -0.1042645      2.9117191      2.6525143      0.1393963      0.1270340      0.1287649
      0.1183068     52.9737374     14.2844810     14.8257068      1.7829120      0.9827397      1.2640969     -0.7569932      1.1196233      2.7473818      7.3357526      0.0967138      2.4484178     -0.2480841     -0.1034141      2.9086997      2.6588197      0.1376581      0.1254355      0.1270732
      0.1213311     54.3279072     14.3396672     14.8875260      1.7701293      0.9844723      1.2609761     -0.7544232      1.1207614      2.7357540      7.3057155      0.0967039      2.4499273     -0.2413293     -0.1027456      2.9053743      2.6648704      0.1359117      0.1238731      0.1253666
      0.1244098     55.7064409     14.3944403     14.9489443      1.7577405      0.9859636      1.2577393     -0.7517167      1.1218872      2.7235327      7.2761967      0.0966913      2.4523580     -0.2346802     -0.1022381      2.9011850      2.6704985      0.1342033      0.1223463      0.1236793
      0.1275443     57.1099567     14.4488386     15.0100041      1.7457486      0.9872435      1.2543347     -0.7489225      1.1230265      2.7117675      7.2472309      0.0966926      2.4555960     -0.2282313     -0.1018817      2.8961052      2.6756855      0.1325491      0.1208563      0.1220340
      0.1307360     58.5390840     14.5028977     15.0707443      1.7341717      0.9883120      1.2507531     -0.7460298      1.1241535      2.6995625      7.2188277      0.0966955      2.4595064     -0.2220581     -0.1016606      2.8905390      2.6805507      0.1309568      0.1194022      0.1204268
      0.1339863     59.9944638     14.5566506     15.1312015      1.7229987      0.9891862      1.2470140     -0.7430593      1.1252930      2.6878046      7.1909463      0.0967123      2.4644539     -0.2161966     -0.1015608      2.8847542      2.6850918      0.1294229      0.1179805      0.1188855
      0.1372967     61.4767486     14.6101434     15.1914267      1.7122153      0.9898596      1.2431838     -0.7399692      1.1264194      2.6756282      7.1634141      0.0967280      2.4709302     -0.2106836     -0.1016214      2.8788906      2.6892835      0.1279161      0.1165930      0.1174386
      0.1406687     62.9866033     14.6634226     15.2514717      1.7018221      0.9903426      1.2393137     -0.7367694      1.1275577      2.6638047      7.1359850      0.0967504      2.4788126     -0.2055930     -0.1018583      2.8729682      2.6932229      0.1264089      0.1152409      0.1160644
      0.1441037     64.5247049     14.7165251     15.3113778      1.6918315      0.9906301      1.2354280     -0.7334427      1.1286839      2.6515182      7.1085390      0.0967654      2.4872051     -0.2009600     -0.1021719      2.8669396      2.6970309      0.1249067      0.1139193      0.1146991
      0.1476034     66.0917432     14.7694652     15.3711606      1.6822382      0.9907361      1.2315050     -0.7300255      1.1298232      2.6394734      7.0811178      0.0967835      2.4956977     -0.1967877     -0.1024389      2.8609776      2.7008332      0.1234118      0.1126224      0.1133317
      0.1511693     67.6884211     14.8222628     15.4308423      1.6730331      0.9906608      1.2275140     -0.7265200      1.1309529      2.6269512      7.0538374      0.0967957      2.5046892     -0.1930121     -0.1025519      2.8554088      2.7046963      0.1219308      0.1113508      0.1119578
      0.1548030     69.3154544     14.8749403     15.4904483      1.6641866      0.9904167      1.2234114     -0.7229677      1.1320979      2.6146574      7.0268965      0.0968155      2.5143198     -0.1894907     -0.1024939      2.8506264      2.7085416      0.1205025      0.1101059      0.1105806
      0.1585061     70.9735730     14.9275231     15.5500070      1.6556640      0.9899993      1.2191732     -0.7193685      1.1332347      2.6019673      7.0004655      0.0968360      2.5246414     -0.1861599     -0.1023433      2.8468114      2.7125371      0.1191359      0.1088890      0.1092394
      0.1622803     72.6635203     14.9800381     15.6095491      1.6474376      0.9894135      1.2147823     -0.7157428      1.1343872      2.5895436      6.9745123      0.0968656      2.5362732     -0.1831379     -0.1020533      2.8439220      2.7169355      0.1178238      0.1076997      0.1079455
      0.1661272     74.3860543     15.0325288     15.6691240      1.6394761      0.9886534      1.2102872     -0.7120837      1.1355332      2.5767756      6.9489541      0.0968929      2.5494663     -0.1804451     -0.1015659      2.8417936      2.7215785      0.1165387      0.1065388      0.1066483
      0.1700487     76.1419474     15.0850304     15.7287719      1.6317036      0.9877208      1.2057472     -0.7084151      1.1366980      2.5642512      6.9237510      0.0969273      2.5640647     -0.1779498     -0.1009850      2.8402469      2.7262999      0.1152249      0.1054018      0.1053954
      0.1740464     77.9319871     15.1375812     15.7885368      1.6240892      0.9866147      1.2011963     -0.7047418      1.1378595      2.5513964      6.8990907      0.0969633      2.5800198     -0.1757063     -0.1003397      2.8392676      2.7310355      0.1138832      0.1042819      0.1042247
      0.1781221     79.7569762     15.1902126     15.8484550      1.6166600      0.9853542      1.1966563     -0.7010978      1.1390410      2.5388039      6.8750933      0.0970111      2.5972874     -0.1739144     -0.0995848      2.8386723      2.7352614      0.1125517      0.1031774      0.1031017
      0.1822778     81.6177331     15.2429633     15.9085714      1.6094246      0.9839588      1.1921554     -0.6974690      1.1402198      2.5259870      6.8516342      0.0970613      2.6164288     -0.1724360     -0.0987794      2.8372563      2.7385120      0.1112300      0.1020910      0.1019975
      0.1865152     83.5150922     15.2958841     15.9689444      1.6023139      0.9824582      1.1876691     -0.6938357      1.1414203      2.5135416      6.8288276      0.0971251      2.6384358     -0.1708948     -0.0980763      2.8337464      2.7406095      0.1099381      0.1010237      0.1009556
      0.1908362     85.4499045     15.3490367     16.0296457      1.5953026      0.9808694      1.1831529     -0.6901482      1.1426202      2.5009876      6.8068177      0.0971971      2.6623462     -0.1693505     -0.0976099      2.8288192      2.7414837      0.1086865      0.0999751      0.0999858
      0.1952428     87.4230376     15.4024318     16.0906887      1.5884254      0.9792011      1.1785470     -0.6863852      1.1438414      2.4888067      6.7854557      0.0972846      2.6852666     -0.1679403     -0.0973448      2.8235223      2.7415618      0.1074936      0.0989429      0.0989531
      0.1997370     89.4353764     15.4560379     16.1520382      1.5816687      0.9774478      1.1738695     -0.6825372      1.1450596      2.4764237      6.7646932      0.0973776      2.7059080     -0.1666800     -0.0969407      2.8179932      2.7411968      0.1063627      0.0979235      0.0978746
      0.2043208     91.4878234     15.5098267     16.2136629      1.5749757      0.9756015      1.1692365     -0.6786133      1.1462958      2.4642182      6.7446672      0.0974849      2.7265084     -0.1658607     -0.0962113      2.8123542      2.7402330      0.1052700      0.0969174      0.0968515
      0.2089962     93.5812989     15.5638363     16.2756071      1.5683618      0.9736532      1.1647914     -0.6745847      1.1475276      2.4516657      6.7255477      0.0976034      2.7497599     -0.1656214     -0.0952997      2.8067886      2.7386903      0.1041753      0.0959278      0.0958382
      0.2137653     95.7167419     15.6181284     16.3379428      1.5618626      0.9715896      1.1605590     -0.6704661      1.1487790      2.4392118      6.7071056      0.0977401      2.7765649     -0.1658524     -0.0944050      2.8016433      2.7366667      0.1030634      0.0949562      0.0948203
      0.2186302     97.8951101     15.6727657     16.4007431      1.5554491      0.9694073      1.1564356     -0.6662856      1.1500305      2.4264863      6.6887033      0.0978800      2.8044908     -0.1664063     -0.0935928      2.7970574      2.7347695      0.1020346      0.0939944      0.0937971
      0.2235933    100.1173802     15.7277306     16.4639894      1.5490261      0.9671013      1.1523773     -0.6620890      1.1513065      2.4140525      6.6699142      0.0980242      2.8304576     -0.1671892     -0.0926523      2.7925599      2.7335174      0.1010351      0.0930298      0.0927517
      0.2286566    102.3845489     15.7829908     16.5276463      1.5425350      0.9646815      1.1484015     -0.6578637      1.1525872      2.4015942      6.6509711      0.0981690      2.8549878     -0.1684713     -0.0913178      2.7881594      2.7322647      0.0999710      0.0920636      0.0917068
      0.2338224    104.6976330     15.8385387     16.5917065      1.5359622      0.9621577      1.1444546     -0.6536347      1.1538951      2.3895781      6.6322283      0.0983262      2.8802068     -0.1703152     -0.0896466      2.7841896      2.7303720      0.0989040      0.0911067      0.0906413
      0.2390931    107.0576697     15.8944259     16.6562310      1.5292832      0.9595474      1.1404892     -0.6494082      1.1552057      2.3775681      6.6137708      0.0984910      2.9102730     -0.1724425     -0.0877166      2.7813531      2.7282248      0.0978403      0.0901627      0.0896168
      0.2444710    109.4657175     15.9507940     16.7213853      1.5224236      0.9568331      1.1364935     -0.6451526      1.1565387      2.3658767      6.5950542      0.0986598      2.9500038     -0.1747666     -0.0854568      2.7799007      2.7265052      0.0967556      0.0892293      0.0887245
      0.2499586    111.9228562     16.0078388     16.7873980      1.5153456      0.9539956      1.1324435     -0.6408050      1.1578754      2.3539877      6.5753393      0.0988145      2.9982349     -0.1773155     -0.0827501      2.7795319      2.7249259      0.0956956      0.0882983      0.0878973
      0.2555582    114.4301878     16.0656762     16.8544060      1.5080248      0.9509980      1.1283457     -0.6363277      1.1592430      2.3422379      6.5545237      0.0989573      3.0517267     -0.1800561     -0.0795050      2.7794851      2.7229799      0.0946613      0.0873779      0.0870711
      0.2612725    116.9888368     16.1243886     16.9225086      1.5004717      0.9478512      1.1242762     -0.6316550      1.1606256      2.3301693      6.5336704      0.0990998      3.1074915     -0.1829908     -0.0755582      2.7789921      2.7195674      0.0935950      0.0864724      0.0862448
      0.2671039    119.5999505     16.1839543     16.9916844      1.4928201      0.9445560      1.1202329     -0.6268042      1.1620479      2.3180764      6.5139917      0.0992633      3.1588875     -0.1861409     -0.0709918      2.7778443      2.7142335      0.0924958      0.0855742      0.0854002
      0.2730551    122.2647000     16.2442256     17.0617660      1.4852082      0.9411538      1.1160313     -0.6218359      1.1634895      2.3055965      6.4954695      0.0994459      3.1995367     -0.1894469     -0.0659578      2.7762966      2.7081070      0.0914088      0.0846815      0.0845131
      0.2791288    124.9842802     16.3049658     17.1324816      1.4776860      0.9376764      1.1115365     -0.6167952      1.1649704      2.2931574      6.4773818      0.0996405      3.2271647     -0.1933137     -0.0599942      2.7750042      2.7022356      0.0903892      0.0837938      0.0835625
      0.2853276    127.7599109     16.3659614     17.2035852      1.4702545      0.9342019      1.1067996     -0.6117007      1.1664645      2.2805110      6.4599149      0.0998504      3.2465160     -0.1979220     -0.0529697      2.7748379      2.6975383      0.0894093      0.0829157      0.0825653
      0.2916544    130.5928367     16.4271223     17.2749737      1.4628099      0.9307423      1.1018966     -0.6065930      1.1679858      2.2679472      6.4437001      0.1000891      3.2636567     -0.2031933     -0.0456204      2.7759770      2.6935095      0.0884362      0.0820498      0.0815924
      0.2981120    133.4843282     16.4884183     17.3466133      1.4552582      0.9273335      1.0968827     -0.6014473      1.1695079      2.2551191      6.4281743      0.1003508      3.2778065     -0.2090740     -0.0385936      2.7765849      2.6898242      0.0875036      0.0811919      0.0805848
      0.3047033    136.4356820     16.5497831     17.4184272      1.4474817      0.9239792      1.0917757     -0.5962505      1.1710497      2.2424004      6.4127676      0.1006277      3.2901131     -0.2151591     -0.0320297      2.7750131      2.6855065      0.0866568      0.0803427      0.0795811
      0.3114313    139.4482217     16.6112653     17.4904732      1.4394483      0.9206795      1.0865246     -0.5909604      1.1725909      2.2296297      6.3965090      0.1009041      3.3093613     -0.2213087     -0.0261285      2.7732037      2.6796232      0.0858327      0.0795120      0.0786036
      0.3182989    142.5232983     16.6730810     17.5630061      1.4312183      0.9173942      1.0810524     -0.5856306      1.1741564      2.2171734      6.3785221      0.1011632      3.3450647     -0.2277422     -0.0206517      2.7740535      2.6730536      0.0849490      0.0786959      0.0777284
      0.3253092    145.6622908     16.7355395     17.6363914      1.4228124      0.9141142      1.0754513     -0.5801952      1.1757321      2.2048511      6.3588073      0.1014037      3.3921264     -0.2340164     -0.0152778      2.7767249      2.6672006      0.0839738      0.0778905      0.0769505
      0.3324655    148.8666070     16.7987071     17.7107104      1.4141412      0.9108016      1.0699752     -0.5745758      1.1773408      2.1929218      6.3374128      0.1016242      3.4381004     -0.2400562     -0.0100223      2.7790016      2.6617755      0.0829648      0.0770894      0.0761835
      0.3397708    152.1376839     16.8625262     17.7858988      1.4050830      0.9074494      1.0647475     -0.5687272      1.1789572      2.1812342      6.3145791      0.1018285      3.4797824     -0.2459690     -0.0049390      2.7810633      2.6570716      0.0820203      0.0762799      0.0754466
      0.3472285    155.4769884     16.9269015     17.8618474      1.3956066      0.9039886      1.0596245     -0.5627789      1.1806006      2.1698914      6.2910891      0.1020233      3.5149740     -0.2519622      0.0002436      2.7839681      2.6530761      0.0811022      0.0754594      0.0746717
      0.3548419    158.8860180     16.9916858     17.9383853      1.3858096      0.9003429      1.0542445     -0.5567716      1.1822537      2.1584429      6.2683309      0.1022305      3.5406040     -0.2586663      0.0057005      2.7888638      2.6488813      0.0802136      0.0746350      0.0738149
